LapNumber,TyreLife,Compound,Driver,race,should_pit
35.0,17.0,MEDIUM,SAR,2023 Saudi Arabia,1
35.0,17.0,MEDIUM,ZHO,2023 Saudi Arabia,1
35.0,18.0,HARD,DEV,2023 Saudi Arabia,1
35.0,16.0,MEDIUM,NOR,2023 Saudi Arabia,1
35.0,34.0,HARD,PIA,2023 Saudi Arabia,1
35.0,18.0,MEDIUM,BOT,2023 Saudi Arabia,1
36.0,18.0,HARD,PER,2023 Saudi Arabia,1
36.0,18.0,HARD,VER,2023 Saudi Arabia,1
36.0,19.0,HARD,ALO,2023 Saudi Arabia,1
36.0,18.0,HARD,RUS,2023 Saudi Arabia,1
36.0,18.0,MEDIUM,HAM,2023 Saudi Arabia,1
36.0,21.0,HARD,SAI,2023 Saudi Arabia,1
36.0,20.0,HARD,LEC,2023 Saudi Arabia,1
36.0,20.0,HARD,OCO,2023 Saudi Arabia,1
36.0,22.0,HARD,GAS,2023 Saudi Arabia,1
36.0,19.0,HARD,TSU,2023 Saudi Arabia,1
36.0,28.0,HARD,MAG,2023 Saudi Arabia,1
36.0,25.0,HARD,HUL,2023 Saudi Arabia,1
36.0,18.0,MEDIUM,SAR,2023 Saudi Arabia,1
36.0,18.0,MEDIUM,ZHO,2023 Saudi Arabia,1
36.0,19.0,HARD,DEV,2023 Saudi Arabia,1
36.0,17.0,MEDIUM,NOR,2023 Saudi Arabia,1
36.0,35.0,HARD,PIA,2023 Saudi Arabia,1
36.0,1.0,SOFT,BOT,2023 Saudi Arabia,1
37.0,19.0,HARD,PER,2023 Saudi Arabia,1
37.0,19.0,HARD,VER,2023 Saudi Arabia,1
37.0,20.0,HARD,ALO,2023 Saudi Arabia,1
37.0,19.0,HARD,RUS,2023 Saudi Arabia,1
37.0,19.0,MEDIUM,HAM,2023 Saudi Arabia,1
37.0,22.0,HARD,SAI,2023 Saudi Arabia,1
37.0,21.0,HARD,LEC,2023 Saudi Arabia,1
37.0,21.0,HARD,OCO,2023 Saudi Arabia,1
37.0,23.0,HARD,GAS,2023 Saudi Arabia,1
37.0,20.0,HARD,TSU,2023 Saudi Arabia,1
37.0,29.0,HARD,MAG,2023 Saudi Arabia,1
37.0,26.0,HARD,HUL,2023 Saudi Arabia,1
37.0,19.0,MEDIUM,SAR,2023 Saudi Arabia,1
37.0,19.0,MEDIUM,ZHO,2023 Saudi Arabia,1
37.0,20.0,HARD,DEV,2023 Saudi Arabia,1
37.0,18.0,MEDIUM,NOR,2023 Saudi Arabia,1
37.0,36.0,HARD,PIA,2023 Saudi Arabia,1
37.0,2.0,SOFT,BOT,2023 Saudi Arabia,1
38.0,20.0,HARD,PER,2023 Saudi Arabia,1
38.0,20.0,HARD,VER,2023 Saudi Arabia,1
38.0,21.0,HARD,ALO,2023 Saudi Arabia,1
38.0,20.0,HARD,RUS,2023 Saudi Arabia,1
38.0,20.0,MEDIUM,HAM,2023 Saudi Arabia,1
38.0,23.0,HARD,SAI,2023 Saudi Arabia,1
38.0,22.0,HARD,LEC,2023 Saudi Arabia,1
38.0,22.0,HARD,OCO,2023 Saudi Arabia,1
38.0,24.0,HARD,GAS,2023 Saudi Arabia,1
38.0,21.0,HARD,TSU,2023 Saudi Arabia,1
38.0,30.0,HARD,MAG,2023 Saudi Arabia,1
38.0,27.0,HARD,HUL,2023 Saudi Arabia,1
38.0,20.0,MEDIUM,ZHO,2023 Saudi Arabia,1
38.0,20.0,MEDIUM,SAR,2023 Saudi Arabia,1
38.0,21.0,HARD,DEV,2023 Saudi Arabia,1
38.0,19.0,MEDIUM,NOR,2023 Saudi Arabia,1
38.0,37.0,HARD,PIA,2023 Saudi Arabia,1
38.0,3.0,SOFT,BOT,2023 Saudi Arabia,1
39.0,21.0,HARD,PER,2023 Saudi Arabia,1
39.0,21.0,HARD,VER,2023 Saudi Arabia,1
39.0,22.0,HARD,ALO,2023 Saudi Arabia,1
39.0,21.0,HARD,RUS,2023 Saudi Arabia,1
39.0,21.0,MEDIUM,HAM,2023 Saudi Arabia,1
39.0,24.0,HARD,SAI,2023 Saudi Arabia,1
39.0,23.0,HARD,LEC,2023 Saudi Arabia,1
39.0,23.0,HARD,OCO,2023 Saudi Arabia,1
39.0,25.0,HARD,GAS,2023 Saudi Arabia,1
39.0,22.0,HARD,TSU,2023 Saudi Arabia,1
39.0,31.0,HARD,MAG,2023 Saudi Arabia,1
39.0,28.0,HARD,HUL,2023 Saudi Arabia,1
39.0,21.0,MEDIUM,ZHO,2023 Saudi Arabia,1
39.0,21.0,MEDIUM,SAR,2023 Saudi Arabia,1
39.0,22.0,HARD,DEV,2023 Saudi Arabia,1
39.0,20.0,MEDIUM,NOR,2023 Saudi Arabia,1
39.0,38.0,HARD,PIA,2023 Saudi Arabia,1
39.0,4.0,SOFT,BOT,2023 Saudi Arabia,1
40.0,22.0,HARD,PER,2023 Saudi Arabia,1
40.0,22.0,HARD,VER,2023 Saudi Arabia,1
40.0,23.0,HARD,ALO,2023 Saudi Arabia,1
40.0,22.0,HARD,RUS,2023 Saudi Arabia,1
40.0,22.0,MEDIUM,HAM,2023 Saudi Arabia,1
40.0,25.0,HARD,SAI,2023 Saudi Arabia,1
40.0,24.0,HARD,LEC,2023 Saudi Arabia,1
40.0,24.0,HARD,OCO,2023 Saudi Arabia,1
40.0,26.0,HARD,GAS,2023 Saudi Arabia,1
40.0,23.0,HARD,TSU,2023 Saudi Arabia,1
40.0,32.0,HARD,MAG,2023 Saudi Arabia,1
40.0,29.0,HARD,HUL,2023 Saudi Arabia,1
40.0,22.0,MEDIUM,ZHO,2023 Saudi Arabia,1
40.0,22.0,MEDIUM,SAR,2023 Saudi Arabia,1
40.0,23.0,HARD,DEV,2023 Saudi Arabia,1
40.0,21.0,MEDIUM,NOR,2023 Saudi Arabia,1
40.0,39.0,HARD,PIA,2023 Saudi Arabia,1
41.0,23.0,HARD,PER,2023 Saudi Arabia,1
40.0,5.0,SOFT,BOT,2023 Saudi Arabia,1
41.0,23.0,HARD,VER,2023 Saudi Arabia,1
41.0,24.0,HARD,ALO,2023 Saudi Arabia,1
41.0,23.0,HARD,RUS,2023 Saudi Arabia,1
41.0,23.0,MEDIUM,HAM,2023 Saudi Arabia,1
41.0,26.0,HARD,SAI,2023 Saudi Arabia,1
41.0,25.0,HARD,LEC,2023 Saudi Arabia,1
41.0,25.0,HARD,OCO,2023 Saudi Arabia,1
41.0,27.0,HARD,GAS,2023 Saudi Arabia,1
41.0,24.0,HARD,TSU,2023 Saudi Arabia,1
41.0,33.0,HARD,MAG,2023 Saudi Arabia,1
41.0,30.0,HARD,HUL,2023 Saudi Arabia,1
41.0,23.0,MEDIUM,ZHO,2023 Saudi Arabia,1
41.0,24.0,HARD,DEV,2023 Saudi Arabia,1
41.0,22.0,MEDIUM,NOR,2023 Saudi Arabia,1
41.0,23.0,MEDIUM,SAR,2023 Saudi Arabia,1
41.0,40.0,HARD,PIA,2023 Saudi Arabia,1
42.0,24.0,HARD,PER,2023 Saudi Arabia,1
42.0,24.0,HARD,VER,2023 Saudi Arabia,1
41.0,6.0,SOFT,BOT,2023 Saudi Arabia,1
42.0,25.0,HARD,ALO,2023 Saudi Arabia,1
42.0,24.0,HARD,RUS,2023 Saudi Arabia,1
42.0,24.0,MEDIUM,HAM,2023 Saudi Arabia,1
42.0,27.0,HARD,SAI,2023 Saudi Arabia,1
42.0,26.0,HARD,LEC,2023 Saudi Arabia,1
42.0,26.0,HARD,OCO,2023 Saudi Arabia,1
42.0,28.0,HARD,GAS,2023 Saudi Arabia,1
42.0,25.0,HARD,TSU,2023 Saudi Arabia,1
42.0,34.0,HARD,MAG,2023 Saudi Arabia,1
42.0,31.0,HARD,HUL,2023 Saudi Arabia,1
42.0,24.0,MEDIUM,ZHO,2023 Saudi Arabia,1
42.0,25.0,HARD,DEV,2023 Saudi Arabia,1
42.0,24.0,MEDIUM,SAR,2023 Saudi Arabia,1
42.0,23.0,MEDIUM,NOR,2023 Saudi Arabia,1
42.0,41.0,HARD,PIA,2023 Saudi Arabia,1
43.0,25.0,HARD,PER,2023 Saudi Arabia,1
43.0,25.0,HARD,VER,2023 Saudi Arabia,1
42.0,7.0,SOFT,BOT,2023 Saudi Arabia,1
43.0,26.0,HARD,ALO,2023 Saudi Arabia,1
43.0,25.0,HARD,RUS,2023 Saudi Arabia,1
43.0,25.0,MEDIUM,HAM,2023 Saudi Arabia,1
43.0,28.0,HARD,SAI,2023 Saudi Arabia,1
43.0,27.0,HARD,LEC,2023 Saudi Arabia,1
43.0,27.0,HARD,OCO,2023 Saudi Arabia,1
43.0,29.0,HARD,GAS,2023 Saudi Arabia,1
43.0,26.0,HARD,TSU,2023 Saudi Arabia,1
43.0,35.0,HARD,MAG,2023 Saudi Arabia,1
43.0,32.0,HARD,HUL,2023 Saudi Arabia,1
43.0,25.0,MEDIUM,ZHO,2023 Saudi Arabia,1
43.0,26.0,HARD,DEV,2023 Saudi Arabia,1
43.0,25.0,MEDIUM,SAR,2023 Saudi Arabia,1
43.0,24.0,MEDIUM,NOR,2023 Saudi Arabia,1
43.0,42.0,HARD,PIA,2023 Saudi Arabia,1
44.0,26.0,HARD,PER,2023 Saudi Arabia,1
44.0,26.0,HARD,VER,2023 Saudi Arabia,1
43.0,8.0,SOFT,BOT,2023 Saudi Arabia,1
44.0,27.0,HARD,ALO,2023 Saudi Arabia,1
44.0,26.0,HARD,RUS,2023 Saudi Arabia,1
44.0,26.0,MEDIUM,HAM,2023 Saudi Arabia,1
44.0,29.0,HARD,SAI,2023 Saudi Arabia,1
44.0,28.0,HARD,LEC,2023 Saudi Arabia,1
44.0,28.0,HARD,OCO,2023 Saudi Arabia,1
44.0,30.0,HARD,GAS,2023 Saudi Arabia,1
44.0,27.0,HARD,TSU,2023 Saudi Arabia,1
44.0,36.0,HARD,MAG,2023 Saudi Arabia,1
44.0,33.0,HARD,HUL,2023 Saudi Arabia,1
44.0,26.0,MEDIUM,ZHO,2023 Saudi Arabia,1
44.0,27.0,HARD,DEV,2023 Saudi Arabia,1
44.0,26.0,MEDIUM,SAR,2023 Saudi Arabia,1
44.0,43.0,HARD,PIA,2023 Saudi Arabia,1
44.0,25.0,MEDIUM,NOR,2023 Saudi Arabia,1
45.0,27.0,HARD,PER,2023 Saudi Arabia,1
45.0,27.0,HARD,VER,2023 Saudi Arabia,1
44.0,9.0,SOFT,BOT,2023 Saudi Arabia,1
45.0,28.0,HARD,ALO,2023 Saudi Arabia,1
45.0,27.0,HARD,RUS,2023 Saudi Arabia,1
45.0,27.0,MEDIUM,HAM,2023 Saudi Arabia,1
45.0,30.0,HARD,SAI,2023 Saudi Arabia,1
45.0,29.0,HARD,LEC,2023 Saudi Arabia,1
45.0,29.0,HARD,OCO,2023 Saudi Arabia,1
45.0,31.0,HARD,GAS,2023 Saudi Arabia,1
45.0,37.0,HARD,MAG,2023 Saudi Arabia,1
45.0,28.0,HARD,TSU,2023 Saudi Arabia,1
45.0,34.0,HARD,HUL,2023 Saudi Arabia,1
45.0,27.0,MEDIUM,ZHO,2023 Saudi Arabia,1
45.0,28.0,HARD,DEV,2023 Saudi Arabia,1
45.0,27.0,MEDIUM,SAR,2023 Saudi Arabia,1
45.0,26.0,MEDIUM,NOR,2023 Saudi Arabia,1
45.0,44.0,HARD,PIA,2023 Saudi Arabia,1
46.0,28.0,HARD,PER,2023 Saudi Arabia,1
46.0,28.0,HARD,VER,2023 Saudi Arabia,1
45.0,10.0,SOFT,BOT,2023 Saudi Arabia,1
46.0,29.0,HARD,ALO,2023 Saudi Arabia,1
46.0,28.0,HARD,RUS,2023 Saudi Arabia,1
46.0,28.0,MEDIUM,HAM,2023 Saudi Arabia,1
46.0,31.0,HARD,SAI,2023 Saudi Arabia,1
46.0,30.0,HARD,LEC,2023 Saudi Arabia,1
46.0,30.0,HARD,OCO,2023 Saudi Arabia,1
46.0,32.0,HARD,GAS,2023 Saudi Arabia,1
46.0,38.0,HARD,MAG,2023 Saudi Arabia,1
46.0,29.0,HARD,TSU,2023 Saudi Arabia,1
46.0,35.0,HARD,HUL,2023 Saudi Arabia,1
46.0,28.0,MEDIUM,ZHO,2023 Saudi Arabia,1
46.0,29.0,HARD,DEV,2023 Saudi Arabia,1
46.0,28.0,MEDIUM,SAR,2023 Saudi Arabia,1
46.0,27.0,MEDIUM,NOR,2023 Saudi Arabia,1
46.0,45.0,HARD,PIA,2023 Saudi Arabia,1
47.0,29.0,HARD,PER,2023 Saudi Arabia,1
47.0,29.0,HARD,VER,2023 Saudi Arabia,1
46.0,11.0,SOFT,BOT,2023 Saudi Arabia,1
47.0,30.0,HARD,ALO,2023 Saudi Arabia,1
47.0,29.0,HARD,RUS,2023 Saudi Arabia,1
47.0,29.0,MEDIUM,HAM,2023 Saudi Arabia,1
47.0,32.0,HARD,SAI,2023 Saudi Arabia,1
47.0,31.0,HARD,LEC,2023 Saudi Arabia,1
47.0,31.0,HARD,OCO,2023 Saudi Arabia,1
47.0,33.0,HARD,GAS,2023 Saudi Arabia,1
47.0,39.0,HARD,MAG,2023 Saudi Arabia,1
47.0,30.0,HARD,TSU,2023 Saudi Arabia,1
47.0,36.0,HARD,HUL,2023 Saudi Arabia,1
47.0,29.0,MEDIUM,ZHO,2023 Saudi Arabia,1
47.0,30.0,HARD,DEV,2023 Saudi Arabia,1
47.0,29.0,MEDIUM,SAR,2023 Saudi Arabia,1
47.0,28.0,MEDIUM,NOR,2023 Saudi Arabia,1
47.0,46.0,HARD,PIA,2023 Saudi Arabia,1
48.0,30.0,HARD,PER,2023 Saudi Arabia,1
48.0,30.0,HARD,VER,2023 Saudi Arabia,1
48.0,31.0,HARD,ALO,2023 Saudi Arabia,1
47.0,12.0,SOFT,BOT,2023 Saudi Arabia,1
48.0,30.0,HARD,RUS,2023 Saudi Arabia,1
48.0,30.0,MEDIUM,HAM,2023 Saudi Arabia,1
48.0,33.0,HARD,SAI,2023 Saudi Arabia,1
48.0,32.0,HARD,LEC,2023 Saudi Arabia,1
48.0,32.0,HARD,OCO,2023 Saudi Arabia,1
48.0,34.0,HARD,GAS,2023 Saudi Arabia,1
48.0,40.0,HARD,MAG,2023 Saudi Arabia,1
48.0,31.0,HARD,TSU,2023 Saudi Arabia,1
48.0,37.0,HARD,HUL,2023 Saudi Arabia,1
48.0,30.0,MEDIUM,ZHO,2023 Saudi Arabia,1
48.0,31.0,HARD,DEV,2023 Saudi Arabia,1
48.0,30.0,MEDIUM,SAR,2023 Saudi Arabia,1
48.0,47.0,HARD,PIA,2023 Saudi Arabia,1
48.0,29.0,MEDIUM,NOR,2023 Saudi Arabia,1
49.0,31.0,HARD,PER,2023 Saudi Arabia,1
49.0,31.0,HARD,VER,2023 Saudi Arabia,1
49.0,32.0,HARD,ALO,2023 Saudi Arabia,1
49.0,31.0,HARD,RUS,2023 Saudi Arabia,1
48.0,13.0,SOFT,BOT,2023 Saudi Arabia,1
49.0,31.0,MEDIUM,HAM,2023 Saudi Arabia,1
49.0,34.0,HARD,SAI,2023 Saudi Arabia,1
49.0,33.0,HARD,LEC,2023 Saudi Arabia,1
49.0,33.0,HARD,OCO,2023 Saudi Arabia,1
49.0,35.0,HARD,GAS,2023 Saudi Arabia,1
49.0,41.0,HARD,MAG,2023 Saudi Arabia,1
49.0,32.0,HARD,TSU,2023 Saudi Arabia,1
49.0,38.0,HARD,HUL,2023 Saudi Arabia,1
49.0,31.0,MEDIUM,ZHO,2023 Saudi Arabia,1
49.0,32.0,HARD,DEV,2023 Saudi Arabia,1
49.0,31.0,MEDIUM,SAR,2023 Saudi Arabia,1
49.0,48.0,HARD,PIA,2023 Saudi Arabia,1
49.0,30.0,MEDIUM,NOR,2023 Saudi Arabia,1
50.0,32.0,HARD,PER,2023 Saudi Arabia,1
50.0,32.0,HARD,VER,2023 Saudi Arabia,1
50.0,33.0,HARD,ALO,2023 Saudi Arabia,1
50.0,32.0,HARD,RUS,2023 Saudi Arabia,1
49.0,14.0,SOFT,BOT,2023 Saudi Arabia,1
50.0,32.0,MEDIUM,HAM,2023 Saudi Arabia,1
50.0,35.0,HARD,SAI,2023 Saudi Arabia,1
50.0,34.0,HARD,LEC,2023 Saudi Arabia,1
50.0,34.0,HARD,OCO,2023 Saudi Arabia,1
50.0,36.0,HARD,GAS,2023 Saudi Arabia,1
50.0,42.0,HARD,MAG,2023 Saudi Arabia,1
50.0,33.0,HARD,TSU,2023 Saudi Arabia,1
50.0,39.0,HARD,HUL,2023 Saudi Arabia,1
50.0,32.0,MEDIUM,ZHO,2023 Saudi Arabia,1
50.0,33.0,HARD,DEV,2023 Saudi Arabia,1
50.0,49.0,HARD,PIA,2023 Saudi Arabia,1
50.0,32.0,MEDIUM,SAR,2023 Saudi Arabia,1
50.0,31.0,MEDIUM,NOR,2023 Saudi Arabia,1
1.0,1.0,MEDIUM,RUS,2023 Australia,0
1.0,1.0,MEDIUM,LEC,2023 Australia,0
1.0,1.0,MEDIUM,HAM,2023 Australia,0
1.0,1.0,MEDIUM,VER,2023 Australia,0
1.0,1.0,MEDIUM,SAI,2023 Australia,0
1.0,2.0,MEDIUM,ALO,2023 Australia,0
1.0,1.0,MEDIUM,ALB,2023 Australia,0
1.0,2.0,MEDIUM,STR,2023 Australia,0
1.0,1.0,SOFT,GAS,2023 Australia,0
1.0,1.0,MEDIUM,HUL,2023 Australia,0
1.0,1.0,MEDIUM,TSU,2023 Australia,0
1.0,1.0,MEDIUM,NOR,2023 Australia,0
1.0,1.0,MEDIUM,MAG,2023 Australia,0
1.0,1.0,MEDIUM,PIA,2023 Australia,0
1.0,1.0,HARD,DEV,2023 Australia,0
1.0,1.0,SOFT,OCO,2023 Australia,0
1.0,1.0,SOFT,ZHO,2023 Australia,0
1.0,1.0,HARD,SAR,2023 Australia,0
1.0,1.0,HARD,PER,2023 Australia,0
1.0,1.0,SOFT,BOT,2023 Australia,0
2.0,2.0,MEDIUM,RUS,2023 Australia,0
2.0,2.0,MEDIUM,HAM,2023 Australia,0
2.0,2.0,MEDIUM,VER,2023 Australia,0
2.0,2.0,MEDIUM,SAI,2023 Australia,0
2.0,3.0,MEDIUM,ALO,2023 Australia,0
2.0,2.0,MEDIUM,ALB,2023 Australia,0
2.0,3.0,MEDIUM,STR,2023 Australia,0
2.0,2.0,SOFT,GAS,2023 Australia,0
2.0,2.0,MEDIUM,HUL,2023 Australia,0
2.0,2.0,MEDIUM,TSU,2023 Australia,0
2.0,2.0,MEDIUM,NOR,2023 Australia,0
2.0,2.0,MEDIUM,MAG,2023 Australia,0
2.0,2.0,MEDIUM,PIA,2023 Australia,0
2.0,2.0,HARD,DEV,2023 Australia,0
2.0,1.0,HARD,OCO,2023 Australia,0
2.0,1.0,HARD,ZHO,2023 Australia,0
2.0,1.0,HARD,BOT,2023 Australia,0
2.0,1.0,MEDIUM,PER,2023 Australia,0
2.0,1.0,MEDIUM,SAR,2023 Australia,0
3.0,3.0,MEDIUM,RUS,2023 Australia,0
3.0,3.0,MEDIUM,HAM,2023 Australia,0
3.0,3.0,MEDIUM,VER,2023 Australia,0
3.0,3.0,MEDIUM,SAI,2023 Australia,0
3.0,4.0,MEDIUM,ALO,2023 Australia,0
3.0,3.0,MEDIUM,ALB,2023 Australia,0
3.0,4.0,MEDIUM,STR,2023 Australia,0
3.0,3.0,SOFT,GAS,2023 Australia,0
3.0,3.0,MEDIUM,HUL,2023 Australia,0
3.0,3.0,MEDIUM,TSU,2023 Australia,0
3.0,3.0,MEDIUM,NOR,2023 Australia,0
3.0,3.0,MEDIUM,MAG,2023 Australia,0
3.0,3.0,MEDIUM,PIA,2023 Australia,0
3.0,3.0,HARD,DEV,2023 Australia,0
3.0,2.0,HARD,OCO,2023 Australia,0
3.0,2.0,HARD,ZHO,2023 Australia,0
3.0,2.0,HARD,BOT,2023 Australia,0
3.0,1.0,HARD,PER,2023 Australia,0
3.0,2.0,HARD,SAR,2023 Australia,0
4.0,4.0,MEDIUM,RUS,2023 Australia,0
4.0,4.0,MEDIUM,HAM,2023 Australia,0
4.0,4.0,MEDIUM,VER,2023 Australia,0
4.0,4.0,MEDIUM,SAI,2023 Australia,0
4.0,5.0,MEDIUM,ALO,2023 Australia,0
4.0,4.0,MEDIUM,ALB,2023 Australia,0
4.0,5.0,MEDIUM,STR,2023 Australia,0
4.0,4.0,SOFT,GAS,2023 Australia,0
4.0,4.0,MEDIUM,HUL,2023 Australia,0
4.0,4.0,MEDIUM,TSU,2023 Australia,0
4.0,4.0,MEDIUM,NOR,2023 Australia,0
4.0,4.0,MEDIUM,MAG,2023 Australia,0
4.0,4.0,MEDIUM,PIA,2023 Australia,0
4.0,4.0,HARD,DEV,2023 Australia,0
4.0,3.0,HARD,OCO,2023 Australia,0
4.0,3.0,HARD,ZHO,2023 Australia,0
4.0,2.0,HARD,PER,2023 Australia,0
4.0,3.0,HARD,BOT,2023 Australia,0
4.0,3.0,HARD,SAR,2023 Australia,0
5.0,5.0,MEDIUM,RUS,2023 Australia,0
5.0,5.0,MEDIUM,HAM,2023 Australia,0
5.0,5.0,MEDIUM,VER,2023 Australia,0
5.0,5.0,MEDIUM,SAI,2023 Australia,0
5.0,6.0,MEDIUM,ALO,2023 Australia,0
5.0,5.0,MEDIUM,ALB,2023 Australia,0
5.0,6.0,MEDIUM,STR,2023 Australia,0
5.0,5.0,SOFT,GAS,2023 Australia,0
5.0,5.0,MEDIUM,HUL,2023 Australia,0
5.0,5.0,MEDIUM,TSU,2023 Australia,0
5.0,5.0,MEDIUM,NOR,2023 Australia,0
5.0,5.0,MEDIUM,MAG,2023 Australia,0
5.0,5.0,MEDIUM,PIA,2023 Australia,0
5.0,5.0,HARD,DEV,2023 Australia,0
5.0,4.0,HARD,OCO,2023 Australia,0
5.0,4.0,HARD,ZHO,2023 Australia,0
5.0,3.0,HARD,PER,2023 Australia,0
5.0,4.0,HARD,BOT,2023 Australia,0
5.0,4.0,HARD,SAR,2023 Australia,0
6.0,6.0,MEDIUM,RUS,2023 Australia,0
6.0,6.0,MEDIUM,HAM,2023 Australia,0
6.0,6.0,MEDIUM,VER,2023 Australia,0
6.0,6.0,MEDIUM,SAI,2023 Australia,0
6.0,7.0,MEDIUM,ALO,2023 Australia,0
6.0,6.0,MEDIUM,ALB,2023 Australia,0
6.0,7.0,MEDIUM,STR,2023 Australia,0
6.0,6.0,SOFT,GAS,2023 Australia,0
6.0,6.0,MEDIUM,HUL,2023 Australia,0
6.0,6.0,MEDIUM,TSU,2023 Australia,0
6.0,6.0,MEDIUM,NOR,2023 Australia,0
6.0,6.0,MEDIUM,MAG,2023 Australia,0
6.0,6.0,MEDIUM,PIA,2023 Australia,0
6.0,6.0,HARD,DEV,2023 Australia,0
6.0,5.0,HARD,OCO,2023 Australia,0
6.0,4.0,HARD,PER,2023 Australia,0
6.0,5.0,HARD,ZHO,2023 Australia,0
6.0,5.0,HARD,BOT,2023 Australia,0
6.0,5.0,HARD,SAR,2023 Australia,0
7.0,7.0,MEDIUM,HAM,2023 Australia,0
7.0,7.0,MEDIUM,VER,2023 Australia,0
7.0,8.0,MEDIUM,ALO,2023 Australia,0
7.0,8.0,MEDIUM,STR,2023 Australia,0
7.0,7.0,SOFT,GAS,2023 Australia,0
7.0,7.0,MEDIUM,HUL,2023 Australia,0
7.0,7.0,MEDIUM,RUS,2023 Australia,0
7.0,7.0,MEDIUM,SAI,2023 Australia,0
7.0,7.0,MEDIUM,TSU,2023 Australia,0
7.0,7.0,MEDIUM,NOR,2023 Australia,0
7.0,7.0,MEDIUM,PIA,2023 Australia,0
7.0,7.0,HARD,DEV,2023 Australia,0
7.0,6.0,HARD,OCO,2023 Australia,0
7.0,5.0,HARD,PER,2023 Australia,0
7.0,6.0,HARD,ZHO,2023 Australia,0
7.0,6.0,HARD,BOT,2023 Australia,0
7.0,6.0,HARD,SAR,2023 Australia,0
7.0,7.0,MEDIUM,MAG,2023 Australia,0
7.0,7.0,MEDIUM,ALB,2023 Australia,0
8.0,8.0,MEDIUM,HAM,2023 Australia,0
8.0,8.0,MEDIUM,VER,2023 Australia,0
8.0,9.0,MEDIUM,ALO,2023 Australia,0
8.0,9.0,MEDIUM,STR,2023 Australia,0
8.0,8.0,SOFT,GAS,2023 Australia,0
8.0,8.0,MEDIUM,HUL,2023 Australia,0
8.0,1.0,HARD,RUS,2023 Australia,0
8.0,8.0,MEDIUM,TSU,2023 Australia,0
8.0,8.0,MEDIUM,NOR,2023 Australia,0
8.0,8.0,MEDIUM,PIA,2023 Australia,0
8.0,1.0,HARD,SAI,2023 Australia,0
8.0,8.0,HARD,DEV,2023 Australia,0
8.0,7.0,HARD,OCO,2023 Australia,0
8.0,6.0,HARD,PER,2023 Australia,0
8.0,7.0,HARD,ZHO,2023 Australia,0
8.0,7.0,HARD,BOT,2023 Australia,0
8.0,7.0,HARD,SAR,2023 Australia,0
8.0,1.0,HARD,MAG,2023 Australia,0
9.0,1.0,HARD,HAM,2023 Australia,0
9.0,1.0,HARD,VER,2023 Australia,0
9.0,1.0,HARD,ALO,2023 Australia,0
9.0,1.0,HARD,STR,2023 Australia,0
9.0,1.0,HARD,GAS,2023 Australia,0
9.0,2.0,HARD,RUS,2023 Australia,0
9.0,1.0,HARD,HUL,2023 Australia,0
9.0,1.0,HARD,TSU,2023 Australia,0
9.0,1.0,HARD,NOR,2023 Australia,0
9.0,1.0,HARD,PIA,2023 Australia,0
9.0,2.0,HARD,SAI,2023 Australia,0
9.0,1.0,MEDIUM,DEV,2023 Australia,0
9.0,8.0,HARD,OCO,2023 Australia,0
9.0,2.0,HARD,PER,2023 Australia,0
9.0,8.0,HARD,ZHO,2023 Australia,0
9.0,1.0,MEDIUM,SAR,2023 Australia,0
9.0,8.0,HARD,BOT,2023 Australia,0
9.0,2.0,HARD,MAG,2023 Australia,0
10.0,2.0,HARD,HAM,2023 Australia,0
10.0,2.0,HARD,VER,2023 Australia,0
10.0,2.0,HARD,ALO,2023 Australia,0
10.0,2.0,HARD,GAS,2023 Australia,0
10.0,3.0,HARD,RUS,2023 Australia,0
10.0,2.0,HARD,STR,2023 Australia,0
10.0,2.0,HARD,HUL,2023 Australia,0
10.0,2.0,HARD,TSU,2023 Australia,0
10.0,2.0,HARD,NOR,2023 Australia,0
10.0,3.0,HARD,SAI,2023 Australia,0
10.0,2.0,HARD,PIA,2023 Australia,0
10.0,9.0,HARD,ZHO,2023 Australia,0
10.0,9.0,HARD,OCO,2023 Australia,0
10.0,3.0,HARD,MAG,2023 Australia,0
10.0,2.0,MEDIUM,SAR,2023 Australia,0
10.0,3.0,HARD,PER,2023 Australia,0
10.0,2.0,MEDIUM,DEV,2023 Australia,0
10.0,9.0,HARD,BOT,2023 Australia,0
11.0,3.0,HARD,HAM,2023 Australia,0
11.0,3.0,HARD,VER,2023 Australia,0
11.0,3.0,HARD,ALO,2023 Australia,0
11.0,3.0,HARD,GAS,2023 Australia,0
11.0,4.0,HARD,RUS,2023 Australia,0
11.0,3.0,HARD,STR,2023 Australia,0
11.0,3.0,HARD,HUL,2023 Australia,0
11.0,3.0,HARD,TSU,2023 Australia,0
11.0,4.0,HARD,SAI,2023 Australia,0
11.0,3.0,HARD,NOR,2023 Australia,0
11.0,3.0,HARD,PIA,2023 Australia,0
11.0,10.0,HARD,ZHO,2023 Australia,0
11.0,10.0,HARD,OCO,2023 Australia,0
11.0,4.0,HARD,MAG,2023 Australia,0
11.0,3.0,MEDIUM,SAR,2023 Australia,0
11.0,4.0,HARD,PER,2023 Australia,0
11.0,3.0,MEDIUM,DEV,2023 Australia,0
11.0,10.0,HARD,BOT,2023 Australia,0
12.0,4.0,HARD,VER,2023 Australia,0
12.0,4.0,HARD,HAM,2023 Australia,0
12.0,4.0,HARD,ALO,2023 Australia,0
