LapNumber,TyreLife,Compound,Driver,race,should_pit
1.0,4.0,SOFT,VER,2023 Bahrain,0
1.0,1.0,SOFT,LEC,2023 Bahrain,0
1.0,4.0,SOFT,PER,2023 Bahrain,0
1.0,4.0,SOFT,SAI,2023 Bahrain,0
1.0,4.0,SOFT,HAM,2023 Bahrain,0
1.0,4.0,SOFT,RUS,2023 Bahrain,0
1.0,4.0,SOFT,ALO,2023 Bahrain,0
1.0,1.0,SOFT,BOT,2023 Bahrain,0
1.0,4.0,SOFT,STR,2023 Bahrain,0
1.0,1.0,SOFT,NOR,2023 Bahrain,0
1.0,4.0,SOFT,OCO,2023 Bahrain,0
1.0,1.0,SOFT,ALB,2023 Bahrain,0
1.0,1.0,SOFT,SAR,2023 Bahrain,0
1.0,4.0,SOFT,HUL,2023 Bahrain,0
1.0,1.0,SOFT,TSU,2023 Bahrain,0
1.0,1.0,SOFT,PIA,2023 Bahrain,0
1.0,1.0,SOFT,ZHO,2023 Bahrain,0
1.0,1.0,HARD,MAG,2023 Bahrain,0
1.0,1.0,SOFT,GAS,2023 Bahrain,0
1.0,1.0,SOFT,DEV,2023 Bahrain,0
2.0,5.0,SOFT,VER,2023 Bahrain,0
2.0,2.0,SOFT,LEC,2023 Bahrain,0
2.0,5.0,SOFT,PER,2023 Bahrain,0
2.0,5.0,SOFT,SAI,2023 Bahrain,0
2.0,5.0,SOFT,HAM,2023 Bahrain,0
2.0,5.0,SOFT,RUS,2023 Bahrain,0
2.0,5.0,SOFT,ALO,2023 Bahrain,0
2.0,2.0,SOFT,BOT,2023 Bahrain,0
2.0,5.0,SOFT,STR,2023 Bahrain,0
2.0,2.0,SOFT,NOR,2023 Bahrain,0
2.0,5.0,SOFT,OCO,2023 Bahrain,0
2.0,2.0,SOFT,ALB,2023 Bahrain,0
2.0,2.0,SOFT,SAR,2023 Bahrain,0
2.0,5.0,SOFT,HUL,2023 Bahrain,0
2.0,2.0,SOFT,TSU,2023 Bahrain,0
2.0,2.0,SOFT,PIA,2023 Bahrain,0
2.0,2.0,SOFT,ZHO,2023 Bahrain,0
2.0,2.0,SOFT,GAS,2023 Bahrain,0
2.0,2.0,HARD,MAG,2023 Bahrain,0
2.0,2.0,SOFT,DEV,2023 Bahrain,0
3.0,6.0,SOFT,VER,2023 Bahrain,0
3.0,3.0,SOFT,LEC,2023 Bahrain,0
3.0,6.0,SOFT,PER,2023 Bahrain,0
3.0,6.0,SOFT,SAI,2023 Bahrain,0
3.0,6.0,SOFT,HAM,2023 Bahrain,0
3.0,6.0,SOFT,RUS,2023 Bahrain,0
3.0,6.0,SOFT,ALO,2023 Bahrain,0
3.0,3.0,SOFT,BOT,2023 Bahrain,0
3.0,6.0,SOFT,STR,2023 Bahrain,0
3.0,3.0,SOFT,NOR,2023 Bahrain,0
3.0,6.0,SOFT,OCO,2023 Bahrain,0
3.0,3.0,SOFT,ALB,2023 Bahrain,0
3.0,3.0,SOFT,SAR,2023 Bahrain,0
3.0,6.0,SOFT,HUL,2023 Bahrain,0
3.0,3.0,SOFT,TSU,2023 Bahrain,0
3.0,3.0,SOFT,PIA,2023 Bahrain,0
3.0,3.0,SOFT,ZHO,2023 Bahrain,0
3.0,3.0,SOFT,GAS,2023 Bahrain,0
3.0,3.0,SOFT,DEV,2023 Bahrain,0
3.0,3.0,HARD,MAG,2023 Bahrain,0
4.0,7.0,SOFT,VER,2023 Bahrain,0
4.0,4.0,SOFT,LEC,2023 Bahrain,0
4.0,7.0,SOFT,PER,2023 Bahrain,0
4.0,7.0,SOFT,SAI,2023 Bahrain,0
4.0,7.0,SOFT,HAM,2023 Bahrain,0
4.0,7.0,SOFT,RUS,2023 Bahrain,0
4.0,7.0,SOFT,ALO,2023 Bahrain,0
4.0,4.0,SOFT,BOT,2023 Bahrain,0
4.0,7.0,SOFT,STR,2023 Bahrain,0
4.0,7.0,SOFT,OCO,2023 Bahrain,0
4.0,4.0,SOFT,ALB,2023 Bahrain,0
4.0,4.0,SOFT,NOR,2023 Bahrain,0
4.0,4.0,SOFT,SAR,2023 Bahrain,0
4.0,4.0,SOFT,TSU,2023 Bahrain,0
4.0,7.0,SOFT,HUL,2023 Bahrain,0
4.0,4.0,SOFT,PIA,2023 Bahrain,0
4.0,4.0,SOFT,ZHO,2023 Bahrain,0
4.0,4.0,SOFT,GAS,2023 Bahrain,0
4.0,4.0,SOFT,DEV,2023 Bahrain,0
4.0,4.0,HARD,MAG,2023 Bahrain,0
5.0,8.0,SOFT,VER,2023 Bahrain,0
5.0,5.0,SOFT,LEC,2023 Bahrain,0
5.0,8.0,SOFT,PER,2023 Bahrain,0
5.0,8.0,SOFT,SAI,2023 Bahrain,0
5.0,8.0,SOFT,HAM,2023 Bahrain,0
5.0,8.0,SOFT,RUS,2023 Bahrain,0
5.0,8.0,SOFT,ALO,2023 Bahrain,0
5.0,8.0,SOFT,STR,2023 Bahrain,0
5.0,5.0,SOFT,BOT,2023 Bahrain,0
5.0,8.0,SOFT,OCO,2023 Bahrain,0
5.0,5.0,SOFT,ALB,2023 Bahrain,0
5.0,5.0,SOFT,NOR,2023 Bahrain,0
5.0,5.0,SOFT,SAR,2023 Bahrain,0
5.0,5.0,SOFT,TSU,2023 Bahrain,0
5.0,8.0,SOFT,HUL,2023 Bahrain,0
5.0,5.0,SOFT,PIA,2023 Bahrain,0
5.0,5.0,SOFT,ZHO,2023 Bahrain,0
5.0,5.0,SOFT,GAS,2023 Bahrain,0
5.0,5.0,SOFT,DEV,2023 Bahrain,0
5.0,5.0,HARD,MAG,2023 Bahrain,0
6.0,9.0,SOFT,VER,2023 Bahrain,0
6.0,6.0,SOFT,LEC,2023 Bahrain,0
6.0,9.0,SOFT,PER,2023 Bahrain,0
6.0,9.0,SOFT,SAI,2023 Bahrain,0
6.0,9.0,SOFT,HAM,2023 Bahrain,0
6.0,9.0,SOFT,RUS,2023 Bahrain,0
6.0,9.0,SOFT,ALO,2023 Bahrain,0
6.0,9.0,SOFT,STR,2023 Bahrain,0
6.0,6.0,SOFT,BOT,2023 Bahrain,0
6.0,9.0,SOFT,OCO,2023 Bahrain,0
6.0,6.0,SOFT,ALB,2023 Bahrain,0
6.0,6.0,SOFT,NOR,2023 Bahrain,0
6.0,6.0,SOFT,SAR,2023 Bahrain,0
6.0,6.0,SOFT,TSU,2023 Bahrain,0
6.0,9.0,SOFT,HUL,2023 Bahrain,0
6.0,6.0,SOFT,PIA,2023 Bahrain,0
6.0,6.0,SOFT,ZHO,2023 Bahrain,0
6.0,6.0,SOFT,GAS,2023 Bahrain,0
6.0,6.0,SOFT,DEV,2023 Bahrain,0
6.0,6.0,HARD,MAG,2023 Bahrain,0
7.0,10.0,SOFT,VER,2023 Bahrain,0
7.0,7.0,SOFT,LEC,2023 Bahrain,0
7.0,10.0,SOFT,PER,2023 Bahrain,0
7.0,10.0,SOFT,SAI,2023 Bahrain,0
7.0,10.0,SOFT,HAM,2023 Bahrain,0
7.0,10.0,SOFT,RUS,2023 Bahrain,0
7.0,10.0,SOFT,ALO,2023 Bahrain,0
7.0,10.0,SOFT,STR,2023 Bahrain,0
7.0,7.0,SOFT,BOT,2023 Bahrain,0
7.0,10.0,SOFT,OCO,2023 Bahrain,0
7.0,7.0,SOFT,ALB,2023 Bahrain,0
7.0,7.0,SOFT,NOR,2023 Bahrain,0
7.0,7.0,SOFT,SAR,2023 Bahrain,0
7.0,7.0,SOFT,TSU,2023 Bahrain,0
7.0,10.0,SOFT,HUL,2023 Bahrain,0
7.0,7.0,SOFT,PIA,2023 Bahrain,0
7.0,7.0,SOFT,ZHO,2023 Bahrain,0
7.0,7.0,SOFT,GAS,2023 Bahrain,0
7.0,7.0,SOFT,DEV,2023 Bahrain,0
7.0,7.0,HARD,MAG,2023 Bahrain,0
8.0,11.0,SOFT,VER,2023 Bahrain,0
8.0,8.0,SOFT,LEC,2023 Bahrain,0
8.0,11.0,SOFT,PER,2023 Bahrain,0
8.0,11.0,SOFT,SAI,2023 Bahrain,0
8.0,11.0,SOFT,HAM,2023 Bahrain,0
8.0,11.0,SOFT,RUS,2023 Bahrain,0
8.0,11.0,SOFT,ALO,2023 Bahrain,0
8.0,11.0,SOFT,STR,2023 Bahrain,0
8.0,8.0,SOFT,BOT,2023 Bahrain,0
8.0,11.0,SOFT,OCO,2023 Bahrain,0
8.0,8.0,SOFT,ALB,2023 Bahrain,0
8.0,8.0,SOFT,NOR,2023 Bahrain,0
8.0,8.0,SOFT,SAR,2023 Bahrain,0
8.0,8.0,SOFT,TSU,2023 Bahrain,0
8.0,11.0,SOFT,HUL,2023 Bahrain,0
8.0,8.0,SOFT,PIA,2023 Bahrain,0
8.0,8.0,SOFT,ZHO,2023 Bahrain,0
8.0,8.0,SOFT,GAS,2023 Bahrain,0
8.0,8.0,SOFT,DEV,2023 Bahrain,0
8.0,8.0,HARD,MAG,2023 Bahrain,0
9.0,12.0,SOFT,VER,2023 Bahrain,0
9.0,9.0,SOFT,LEC,2023 Bahrain,0
9.0,12.0,SOFT,PER,2023 Bahrain,0
9.0,12.0,SOFT,SAI,2023 Bahrain,0
9.0,12.0,SOFT,HAM,2023 Bahrain,0
9.0,12.0,SOFT,RUS,2023 Bahrain,0
9.0,12.0,SOFT,ALO,2023 Bahrain,0
9.0,12.0,SOFT,STR,2023 Bahrain,0
9.0,9.0,SOFT,BOT,2023 Bahrain,0
9.0,12.0,SOFT,OCO,2023 Bahrain,0
9.0,9.0,SOFT,ALB,2023 Bahrain,0
9.0,9.0,SOFT,NOR,2023 Bahrain,0
9.0,9.0,SOFT,SAR,2023 Bahrain,0
9.0,9.0,SOFT,TSU,2023 Bahrain,0
9.0,12.0,SOFT,HUL,2023 Bahrain,0
9.0,9.0,SOFT,PIA,2023 Bahrain,0
9.0,9.0,SOFT,ZHO,2023 Bahrain,0
9.0,9.0,SOFT,DEV,2023 Bahrain,0
9.0,9.0,SOFT,GAS,2023 Bahrain,0
9.0,9.0,HARD,MAG,2023 Bahrain,0
10.0,13.0,SOFT,VER,2023 Bahrain,0
10.0,10.0,SOFT,LEC,2023 Bahrain,0
10.0,13.0,SOFT,PER,2023 Bahrain,0
10.0,13.0,SOFT,SAI,2023 Bahrain,0
10.0,13.0,SOFT,HAM,2023 Bahrain,0
10.0,13.0,SOFT,RUS,2023 Bahrain,0
10.0,13.0,SOFT,ALO,2023 Bahrain,0
10.0,13.0,SOFT,STR,2023 Bahrain,0
10.0,10.0,SOFT,BOT,2023 Bahrain,0
10.0,13.0,SOFT,OCO,2023 Bahrain,0
10.0,10.0,SOFT,ALB,2023 Bahrain,0
10.0,10.0,SOFT,SAR,2023 Bahrain,0
10.0,10.0,SOFT,NOR,2023 Bahrain,0
10.0,10.0,SOFT,TSU,2023 Bahrain,0
10.0,13.0,SOFT,HUL,2023 Bahrain,0
10.0,10.0,SOFT,PIA,2023 Bahrain,0
10.0,10.0,SOFT,ZHO,2023 Bahrain,0
10.0,10.0,SOFT,DEV,2023 Bahrain,0
10.0,10.0,HARD,MAG,2023 Bahrain,0
10.0,1.0,HARD,GAS,2023 Bahrain,0
11.0,14.0,SOFT,VER,2023 Bahrain,0
11.0,11.0,SOFT,LEC,2023 Bahrain,0
11.0,14.0,SOFT,PER,2023 Bahrain,0
11.0,14.0,SOFT,SAI,2023 Bahrain,0
11.0,14.0,SOFT,HAM,2023 Bahrain,0
11.0,14.0,SOFT,RUS,2023 Bahrain,0
11.0,14.0,SOFT,ALO,2023 Bahrain,0
11.0,14.0,SOFT,STR,2023 Bahrain,0
11.0,11.0,SOFT,BOT,2023 Bahrain,0
11.0,14.0,SOFT,OCO,2023 Bahrain,0
11.0,11.0,SOFT,SAR,2023 Bahrain,0
11.0,11.0,SOFT,ALB,2023 Bahrain,0
11.0,11.0,SOFT,PIA,2023 Bahrain,0
11.0,11.0,SOFT,ZHO,2023 Bahrain,0
11.0,11.0,HARD,MAG,2023 Bahrain,0
11.0,14.0,SOFT,HUL,2023 Bahrain,0
11.0,11.0,SOFT,DEV,2023 Bahrain,0
11.0,1.0,HARD,TSU,2023 Bahrain,0
11.0,2.0,HARD,GAS,2023 Bahrain,0
11.0,1.0,HARD,NOR,2023 Bahrain,0
12.0,15.0,SOFT,VER,2023 Bahrain,0
12.0,12.0,SOFT,LEC,2023 Bahrain,0
12.0,15.0,SOFT,PER,2023 Bahrain,0
12.0,15.0,SOFT,SAI,2023 Bahrain,0
12.0,15.0,SOFT,RUS,2023 Bahrain,0
12.0,15.0,SOFT,ALO,2023 Bahrain,0
12.0,15.0,SOFT,HAM,2023 Bahrain,0
12.0,15.0,SOFT,STR,2023 Bahrain,0
12.0,15.0,SOFT,OCO,2023 Bahrain,0
12.0,12.0,SOFT,SAR,2023 Bahrain,0
12.0,12.0,SOFT,PIA,2023 Bahrain,0
12.0,12.0,SOFT,ZHO,2023 Bahrain,0
12.0,12.0,HARD,MAG,2023 Bahrain,0
12.0,1.0,HARD,BOT,2023 Bahrain,0
12.0,1.0,SOFT,ALB,2023 Bahrain,0
12.0,2.0,HARD,TSU,2023 Bahrain,0
12.0,3.0,HARD,GAS,2023 Bahrain,0
12.0,2.0,HARD,NOR,2023 Bahrain,0
12.0,1.0,HARD,DEV,2023 Bahrain,0
12.0,1.0,HARD,HUL,2023 Bahrain,0
13.0,16.0,SOFT,VER,2023 Bahrain,0
13.0,16.0,SOFT,PER,2023 Bahrain,0
13.0,13.0,SOFT,LEC,2023 Bahrain,0
13.0,16.0,SOFT,SAI,2023 Bahrain,0
13.0,16.0,SOFT,ALO,2023 Bahrain,0
13.0,16.0,SOFT,STR,2023 Bahrain,0
13.0,16.0,SOFT,RUS,2023 Bahrain,0
13.0,1.0,HARD,HAM,2023 Bahrain,0
13.0,13.0,HARD,MAG,2023 Bahrain,0
13.0,2.0,HARD,BOT,2023 Bahrain,0
13.0,2.0,SOFT,ALB,2023 Bahrain,0
13.0,1.0,HARD,OCO,2023 Bahrain,0
13.0,3.0,HARD,TSU,2023 Bahrain,0
13.0,4.0,HARD,GAS,2023 Bahrain,0
13.0,1.0,SOFT,SAR,2023 Bahrain,0
13.0,13.0,SOFT,PIA,2023 Bahrain,0
13.0,3.0,HARD,NOR,2023 Bahrain,0
13.0,2.0,HARD,DEV,2023 Bahrain,0
13.0,2.0,HARD,HUL,2023 Bahrain,0
13.0,1.0,HARD,ZHO,2023 Bahrain,0
14.0,17.0,SOFT,VER,2023 Bahrain,0
14.0,17.0,SOFT,PER,2023 Bahrain,0
14.0,17.0,SOFT,STR,2023 Bahrain,0
14.0,17.0,SOFT,ALO,2023 Bahrain,0
14.0,1.0,HARD,LEC,2023 Bahrain,0
14.0,1.0,HARD,SAI,2023 Bahrain,0
14.0,2.0,HARD,HAM,2023 Bahrain,0
14.0,3.0,HARD,BOT,2023 Bahrain,0
14.0,14.0,HARD,MAG,2023 Bahrain,0
14.0,1.0,HARD,RUS,2023 Bahrain,0
14.0,3.0,SOFT,ALB,2023 Bahrain,0
14.0,2.0,HARD,OCO,2023 Bahrain,0
14.0,4.0,HARD,TSU,2023 Bahrain,0
14.0,5.0,HARD,GAS,2023 Bahrain,0
14.0,2.0,SOFT,SAR,2023 Bahrain,0
14.0,4.0,HARD,NOR,2023 Bahrain,0
14.0,3.0,HARD,DEV,2023 Bahrain,0
14.0,3.0,HARD,HUL,2023 Bahrain,0
14.0,2.0,HARD,ZHO,2023 Bahrain,0
15.0,18.0,SOFT,PER,2023 Bahrain,0
15.0,1.0,SOFT,VER,2023 Bahrain,0
15.0,2.0,HARD,LEC,2023 Bahrain,0
15.0,18.0,SOFT,STR,2023 Bahrain,0
15.0,2.0,HARD,SAI,2023 Bahrain,0
15.0,3.0,HARD,HAM,2023 Bahrain,0
15.0,4.0,HARD,BOT,2023 Bahrain,0
15.0,1.0,HARD,ALO,2023 Bahrain,0
15.0,2.0,HARD,RUS,2023 Bahrain,0
15.0,4.0,SOFT,ALB,2023 Bahrain,0
15.0,15.0,HARD,MAG,2023 Bahrain,0
15.0,5.0,HARD,TSU,2023 Bahrain,0
15.0,3.0,HARD,OCO,2023 Bahrain,0
15.0,6.0,HARD,GAS,2023 Bahrain,0
15.0,3.0,SOFT,SAR,2023 Bahrain,0
15.0,5.0,HARD,NOR,2023 Bahrain,0
15.0,4.0,HARD,DEV,2023 Bahrain,0
15.0,4.0,HARD,HUL,2023 Bahrain,0
15.0,3.0,HARD,ZHO,2023 Bahrain,0
16.0,19.0,SOFT,PER,2023 Bahrain,1
16.0,2.0,SOFT,VER,2023 Bahrain,0
16.0,3.0,HARD,LEC,2023 Bahrain,0
16.0,3.0,HARD,SAI,2023 Bahrain,0
16.0,4.0,HARD,HAM,2023 Bahrain,0
16.0,5.0,HARD,BOT,2023 Bahrain,0
16.0,2.0,HARD,ALO,2023 Bahrain,0
16.0,3.0,HARD,RUS,2023 Bahrain,0
16.0,1.0,HARD,STR,2023 Bahrain,0
16.0,5.0,SOFT,ALB,2023 Bahrain,0
16.0,6.0,HARD,TSU,2023 Bahrain,0
16.0,7.0,HARD,GAS,2023 Bahrain,0
16.0,4.0,SOFT,SAR,2023 Bahrain,0
16.0,6.0,HARD,NOR,2023 Bahrain,0
16.0,5.0,HARD,DEV,2023 Bahrain,0
16.0,5.0,HARD,HUL,2023 Bahrain,0
16.0,4.0,HARD,ZHO,2023 Bahrain,0
16.0,1.0,HARD,MAG,2023 Bahrain,0
16.0,4.0,HARD,OCO,2023 Bahrain,0
17.0,20.0,SOFT,PER,2023 Bahrain,1
17.0,3.0,SOFT,VER,2023 Bahrain,0
17.0,4.0,HARD,LEC,2023 Bahrain,0
17.0,4.0,HARD,SAI,2023 Bahrain,0
17.0,5.0,HARD,HAM,2023 Bahrain,0
17.0,3.0,HARD,ALO,2023 Bahrain,0
17.0,6.0,HARD,BOT,2023 Bahrain,0
17.0,4.0,HARD,RUS,2023 Bahrain,0
17.0,2.0,HARD,STR,2023 Bahrain,0
17.0,6.0,SOFT,ALB,2023 Bahrain,0
17.0,7.0,HARD,TSU,2023 Bahrain,0
17.0,8.0,HARD,GAS,2023 Bahrain,0
17.0,5.0,SOFT,SAR,2023 Bahrain,0
17.0,6.0,HARD,DEV,2023 Bahrain,0
17.0,7.0,HARD,NOR,2023 Bahrain,0
17.0,6.0,HARD,HUL,2023 Bahrain,0
17.0,5.0,HARD,ZHO,2023 Bahrain,0
17.0,2.0,HARD,MAG,2023 Bahrain,0
17.0,5.0,HARD,OCO,2023 Bahrain,0
18.0,4.0,SOFT,VER,2023 Bahrain,0
18.0,5.0,HARD,LEC,2023 Bahrain,0
18.0,3.0,SOFT,PER,2023 Bahrain,0
18.0,5.0,HARD,SAI,2023 Bahrain,0
18.0,6.0,HARD,HAM,2023 Bahrain,0
18.0,4.0,HARD,ALO,2023 Bahrain,0
18.0,5.0,HARD,RUS,2023 Bahrain,0
18.0,7.0,HARD,BOT,2023 Bahrain,0
18.0,3.0,HARD,STR,2023 Bahrain,0
18.0,7.0,SOFT,ALB,2023 Bahrain,0
18.0,8.0,HARD,TSU,2023 Bahrain,0
18.0,9.0,HARD,GAS,2023 Bahrain,0
18.0,6.0,SOFT,SAR,2023 Bahrain,0
18.0,7.0,HARD,DEV,2023 Bahrain,0
18.0,6.0,HARD,ZHO,2023 Bahrain,0
18.0,7.0,HARD,HUL,2023 Bahrain,0
18.0,3.0,HARD,MAG,2023 Bahrain,0
18.0,6.0,HARD,OCO,2023 Bahrain,0
18.0,4.0,SOFT,NOR,2023 Bahrain,0
19.0,5.0,SOFT,VER,2023 Bahrain,0
19.0,6.0,HARD,LEC,2023 Bahrain,0
19.0,4.0,SOFT,PER,2023 Bahrain,0
19.0,6.0,HARD,SAI,2023 Bahrain,0
19.0,7.0,HARD,HAM,2023 Bahrain,0
19.0,5.0,HARD,ALO,2023 Bahrain,0
19.0,6.0,HARD,RUS,2023 Bahrain,0
19.0,8.0,HARD,BOT,2023 Bahrain,0
19.0,4.0,HARD,STR,2023 Bahrain,0
19.0,8.0,SOFT,ALB,2023 Bahrain,0
19.0,9.0,HARD,TSU,2023 Bahrain,0
19.0,10.0,HARD,GAS,2023 Bahrain,0
19.0,7.0,SOFT,SAR,2023 Bahrain,0
19.0,8.0,HARD,DEV,2023 Bahrain,0
19.0,7.0,HARD,ZHO,2023 Bahrain,0
19.0,8.0,HARD,HUL,2023 Bahrain,0
19.0,4.0,HARD,MAG,2023 Bahrain,0
19.0,7.0,HARD,OCO,2023 Bahrain,0
19.0,5.0,SOFT,NOR,2023 Bahrain,0
20.0,6.0,SOFT,VER,2023 Bahrain,0
20.0,7.0,HARD,LEC,2023 Bahrain,0
20.0,5.0,SOFT,PER,2023 Bahrain,0
20.0,7.0,HARD,SAI,2023 Bahrain,0
20.0,8.0,HARD,HAM,2023 Bahrain,0
20.0,6.0,HARD,ALO,2023 Bahrain,0
20.0,7.0,HARD,RUS,2023 Bahrain,0
20.0,5.0,HARD,STR,2023 Bahrain,0
20.0,9.0,HARD,BOT,2023 Bahrain,0
20.0,9.0,SOFT,ALB,2023 Bahrain,0
20.0,10.0,HARD,TSU,2023 Bahrain,0
20.0,11.0,HARD,GAS,2023 Bahrain,0
20.0,8.0,SOFT,SAR,2023 Bahrain,0
20.0,9.0,HARD,DEV,2023 Bahrain,0
20.0,8.0,HARD,ZHO,2023 Bahrain,0
20.0,9.0,HARD,HUL,2023 Bahrain,0
20.0,5.0,HARD,MAG,2023 Bahrain,0
20.0,8.0,HARD,OCO,2023 Bahrain,0
20.0,6.0,SOFT,NOR,2023 Bahrain,0
21.0,7.0,SOFT,VER,2023 Bahrain,0
21.0,8.0,HARD,LEC,2023 Bahrain,0
21.0,6.0,SOFT,PER,2023 Bahrain,0
21.0,8.0,HARD,SAI,2023 Bahrain,0
21.0,9.0,HARD,HAM,2023 Bahrain,0
21.0,7.0,HARD,ALO,2023 Bahrain,0
21.0,8.0,HARD,RUS,2023 Bahrain,0
21.0,6.0,HARD,STR,2023 Bahrain,0
21.0,10.0,HARD,BOT,2023 Bahrain,0
21.0,10.0,SOFT,ALB,2023 Bahrain,0
21.0,11.0,HARD,TSU,2023 Bahrain,0
21.0,12.0,HARD,GAS,2023 Bahrain,0
21.0,9.0,SOFT,SAR,2023 Bahrain,0
21.0,10.0,HARD,DEV,2023 Bahrain,0
21.0,9.0,HARD,ZHO,2023 Bahrain,0
21.0,10.0,HARD,HUL,2023 Bahrain,0
21.0,6.0,HARD,MAG,2023 Bahrain,0
21.0,9.0,HARD,OCO,2023 Bahrain,0
21.0,7.0,SOFT,NOR,2023 Bahrain,0
22.0,8.0,SOFT,VER,2023 Bahrain,0
22.0,9.0,HARD,LEC,2023 Bahrain,0
22.0,7.0,SOFT,PER,2023 Bahrain,0
22.0,9.0,HARD,SAI,2023 Bahrain,0
22.0,10.0,HARD,HAM,2023 Bahrain,0
22.0,8.0,HARD,ALO,2023 Bahrain,0
22.0,9.0,HARD,RUS,2023 Bahrain,0
22.0,7.0,HARD,STR,2023 Bahrain,0
22.0,11.0,HARD,BOT,2023 Bahrain,0
22.0,11.0,SOFT,ALB,2023 Bahrain,0
22.0,12.0,HARD,TSU,2023 Bahrain,0
22.0,13.0,HARD,GAS,2023 Bahrain,0
22.0,10.0,SOFT,SAR,2023 Bahrain,0
22.0,11.0,HARD,DEV,2023 Bahrain,0
22.0,10.0,HARD,ZHO,2023 Bahrain,0
22.0,11.0,HARD,HUL,2023 Bahrain,0
22.0,7.0,HARD,MAG,2023 Bahrain,0
22.0,10.0,HARD,OCO,2023 Bahrain,0
22.0,8.0,SOFT,NOR,2023 Bahrain,0
23.0,9.0,SOFT,VER,2023 Bahrain,0
23.0,10.0,HARD,LEC,2023 Bahrain,0
23.0,8.0,SOFT,PER,2023 Bahrain,0
23.0,10.0,HARD,SAI,2023 Bahrain,0
23.0,11.0,HARD,HAM,2023 Bahrain,0
23.0,9.0,HARD,ALO,2023 Bahrain,0
23.0,10.0,HARD,RUS,2023 Bahrain,0
23.0,8.0,HARD,STR,2023 Bahrain,0
23.0,12.0,HARD,BOT,2023 Bahrain,0
23.0,12.0,SOFT,ALB,2023 Bahrain,0
23.0,13.0,HARD,TSU,2023 Bahrain,0
23.0,14.0,HARD,GAS,2023 Bahrain,0
23.0,11.0,SOFT,SAR,2023 Bahrain,0
23.0,12.0,HARD,DEV,2023 Bahrain,0
23.0,11.0,HARD,ZHO,2023 Bahrain,0
23.0,12.0,HARD,HUL,2023 Bahrain,0
23.0,8.0,HARD,MAG,2023 Bahrain,0
23.0,9.0,SOFT,NOR,2023 Bahrain,0
23.0,11.0,HARD,OCO,2023 Bahrain,0
24.0,10.0,SOFT,VER,2023 Bahrain,0
24.0,11.0,HARD,LEC,2023 Bahrain,0
24.0,9.0,SOFT,PER,2023 Bahrain,0
24.0,11.0,HARD,SAI,2023 Bahrain,0
24.0,12.0,HARD,HAM,2023 Bahrain,0
24.0,10.0,HARD,ALO,2023 Bahrain,0
24.0,11.0,HARD,RUS,2023 Bahrain,0
24.0,9.0,HARD,STR,2023 Bahrain,0
24.0,13.0,HARD,BOT,2023 Bahrain,0
24.0,13.0,SOFT,ALB,2023 Bahrain,0
24.0,14.0,HARD,TSU,2023 Bahrain,0
24.0,15.0,HARD,GAS,2023 Bahrain,0
24.0,12.0,SOFT,SAR,2023 Bahrain,0
24.0,13.0,HARD,DEV,2023 Bahrain,0
24.0,12.0,HARD,ZHO,2023 Bahrain,0
24.0,13.0,HARD,HUL,2023 Bahrain,0
24.0,9.0,HARD,MAG,2023 Bahrain,0
24.0,10.0,SOFT,NOR,2023 Bahrain,0
24.0,12.0,HARD,OCO,2023 Bahrain,0
25.0,11.0,SOFT,VER,2023 Bahrain,0
25.0,12.0,HARD,LEC,2023 Bahrain,0
25.0,10.0,SOFT,PER,2023 Bahrain,0
25.0,12.0,HARD,SAI,2023 Bahrain,0
25.0,13.0,HARD,HAM,2023 Bahrain,0
25.0,11.0,HARD,ALO,2023 Bahrain,0
25.0,12.0,HARD,RUS,2023 Bahrain,0
25.0,10.0,HARD,STR,2023 Bahrain,0
25.0,14.0,HARD,BOT,2023 Bahrain,0
25.0,14.0,SOFT,ALB,2023 Bahrain,0
25.0,15.0,HARD,TSU,2023 Bahrain,0
25.0,16.0,HARD,GAS,2023 Bahrain,0
25.0,13.0,SOFT,SAR,2023 Bahrain,0
25.0,13.0,HARD,ZHO,2023 Bahrain,0
25.0,14.0,HARD,DEV,2023 Bahrain,0
25.0,14.0,HARD,HUL,2023 Bahrain,0
25.0,10.0,HARD,MAG,2023 Bahrain,0
25.0,11.0,SOFT,NOR,2023 Bahrain,0
25.0,13.0,HARD,OCO,2023 Bahrain,0
26.0,12.0,SOFT,VER,2023 Bahrain,1
26.0,11.0,SOFT,PER,2023 Bahrain,1
26.0,13.0,HARD,LEC,2023 Bahrain,1
26.0,13.0,HARD,SAI,2023 Bahrain,1
26.0,14.0,HARD,HAM,2023 Bahrain,1
26.0,12.0,HARD,ALO,2023 Bahrain,1
26.0,13.0,HARD,RUS,2023 Bahrain,1
26.0,11.0,HARD,STR,2023 Bahrain,1
26.0,15.0,HARD,BOT,2023 Bahrain,1
26.0,15.0,SOFT,ALB,2023 Bahrain,1
26.0,16.0,HARD,TSU,2023 Bahrain,1
26.0,14.0,SOFT,SAR,2023 Bahrain,1
26.0,14.0,HARD,ZHO,2023 Bahrain,1
26.0,15.0,HARD,DEV,2023 Bahrain,1
26.0,11.0,HARD,MAG,2023 Bahrain,1
26.0,15.0,HARD,HUL,2023 Bahrain,1
26.0,1.0,HARD,GAS,2023 Bahrain,1
26.0,12.0,SOFT,NOR,2023 Bahrain,1
26.0,14.0,HARD,OCO,2023 Bahrain,1
27.0,13.0,SOFT,VER,2023 Bahrain,1
