Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,race,AirTemp,TrackTemp
0 days 01:51:49.722000,ALB,23,0 days 00:01:21.342000,36.0,2.0,,,0 days 00:00:23.980000,0 days 00:00:32.788000,0 days 00:00:24.574000,0 days 01:50:52.419000,0 days 01:51:25.207000,0 days 01:51:49.781000,263.0,272.0,278.0,302.0,False,HARD,20.0,True,Williams,0 days 01:50:28.380000,2023-06-04 13:51:28.387,1,17.0,False,,False,True,2023 Spain,22.1,30.4
0 days 01:51:50.709000,MAG,20,0 days 00:01:20.459000,36.0,3.0,,,0 days 00:00:23.752000,0 days 00:00:32.385000,0 days 00:00:24.322000,0 days 01:50:54.017000,0 days 01:51:26.402000,0 days 01:51:50.724000,276.0,278.0,286.0,311.0,False,HARD,12.0,True,Haas F1 Team,0 days 01:50:30.250000,2023-06-04 13:51:30.257,1,18.0,False,,False,True,2023 Spain,22.1,30.4
0 days 01:51:55.060000,NOR,4,0 days 00:01:20.499000,36.0,3.0,,,0 days 00:00:23.913000,0 days 00:00:32.195000,0 days 00:00:24.391000,0 days 01:50:58.495000,0 days 01:51:30.690000,0 days 01:51:55.081000,269.0,267.0,278.0,,False,MEDIUM,14.0,True,McLaren,0 days 01:50:34.561000,2023-06-04 13:51:34.568,1,19.0,False,,False,True,2023 Spain,22.1,30.4
0 days 01:51:56.802000,SAR,2,0 days 00:01:24.804000,36.0,2.0,,0 days 01:51:54.097000,0 days 00:00:23.828000,0 days 00:00:32.943000,0 days 00:00:28.033000,0 days 01:50:55.865000,0 days 01:51:28.808000,0 days 01:51:56.841000,261.0,264.0,,305.0,False,HARD,19.0,True,Williams,0 days 01:50:31.998000,2023-06-04 13:51:32.005,1,20.0,False,,False,False,2023 Spain,22.1,30.4
0 days 01:51:57.198000,VER,1,0 days 00:01:19.026000,37.0,2.0,,,0 days 00:00:23.422000,0 days 00:00:31.723000,0 days 00:00:23.881000,0 days 01:51:01.639000,0 days 01:51:33.362000,0 days 01:51:57.243000,264.0,266.0,283.0,307.0,False,HARD,11.0,True,Red Bull Racing,0 days 01:50:38.172000,2023-06-04 13:51:38.179,1,1.0,False,,False,True,2023 Spain,22.1,30.4
0 days 01:52:12.232000,HAM,44,0 days 00:01:19.835000,37.0,2.0,,,0 days 00:00:23.939000,0 days 00:00:31.801000,0 days 00:00:24.095000,0 days 01:51:16.356000,0 days 01:51:48.157000,0 days 01:52:12.252000,267.0,267.0,275.0,,False,MEDIUM,13.0,True,Mercedes,0 days 01:50:52.397000,2023-06-04 13:51:52.404,1,2.0,False,,False,True,2023 Spain,22.1,30.4
0 days 01:52:21.800000,RUS,63,0 days 00:01:19.680000,37.0,2.0,,,0 days 00:00:23.656000,0 days 00:00:31.995000,0 days 00:00:24.029000,0 days 01:51:25.797000,0 days 01:51:57.792000,0 days 01:52:21.821000,265.0,273.0,275.0,,False,MEDIUM,12.0,True,Mercedes,0 days 01:51:02.120000,2023-06-04 13:52:02.127,1,3.0,False,,False,True,2023 Spain,22.1,30.4
0 days 01:52:25.206000,SAI,55,0 days 00:01:20.133000,37.0,2.0,,,0 days 00:00:23.735000,0 days 00:00:32.130000,0 days 00:00:24.268000,0 days 01:51:28.856000,0 days 01:52:00.986000,0 days 01:52:25.254000,272.0,283.0,279.0,,False,MEDIUM,22.0,True,Ferrari,0 days 01:51:05.073000,2023-06-04 13:52:05.080,1,4.0,False,,False,True,2023 Spain,22.1,30.4
0 days 01:52:31.546000,PER,11,0 days 00:01:19.296000,37.0,2.0,,,0 days 00:00:23.518000,0 days 00:00:31.911000,0 days 00:00:23.867000,0 days 01:51:35.772000,0 days 01:52:07.683000,0 days 01:52:31.550000,270.0,266.0,280.0,305.0,False,HARD,10.0,True,Red Bull Racing,0 days 01:51:12.250000,2023-06-04 13:52:12.257,1,5.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:52:40.695000,ALO,14,0 days 00:01:20.247000,37.0,2.0,,,0 days 00:00:23.874000,0 days 00:00:32.180000,0 days 00:00:24.193000,0 days 01:51:44.338000,0 days 01:52:16.518000,0 days 01:52:40.711000,278.0,282.0,276.0,303.0,False,SOFT,21.0,False,Aston Martin,0 days 01:51:20.448000,2023-06-04 13:52:20.455,1,6.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:52:47.289000,PIA,81,0 days 00:01:20.497000,37.0,2.0,,,0 days 00:00:23.880000,0 days 00:00:32.272000,0 days 00:00:24.345000,0 days 01:51:50.679000,0 days 01:52:22.951000,0 days 01:52:47.296000,,274.0,277.0,301.0,False,HARD,20.0,True,McLaren,0 days 01:51:26.792000,2023-06-04 13:52:26.799,1,7.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:52:48.566000,GAS,10,0 days 00:01:20.466000,37.0,2.0,,,0 days 00:00:23.700000,0 days 00:00:32.492000,0 days 00:00:24.274000,0 days 01:51:51.826000,0 days 01:52:24.318000,0 days 01:52:48.592000,270.0,276.0,278.0,,False,MEDIUM,18.0,True,Alpine,0 days 01:51:28.100000,2023-06-04 13:52:28.107,1,8.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:52:51.463000,LEC,16,0 days 00:01:20.676000,37.0,2.0,,,0 days 00:00:23.902000,0 days 00:00:32.358000,0 days 00:00:24.416000,0 days 01:51:54.713000,0 days 01:52:27.071000,0 days 01:52:51.487000,,284.0,276.0,309.0,False,SOFT,21.0,True,Ferrari,0 days 01:51:30.787000,2023-06-04 13:52:30.794,1,9.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:52:56.256000,DEV,21,0 days 00:01:20.909000,37.0,2.0,,,0 days 00:00:24.026000,0 days 00:00:32.419000,0 days 00:00:24.464000,0 days 01:51:59.390000,0 days 01:52:31.809000,0 days 01:52:56.273000,273.0,272.0,273.0,,False,HARD,28.0,True,AlphaTauri,0 days 01:51:35.347000,2023-06-04 13:52:35.354,1,10.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:52:57.373000,STR,18,0 days 00:01:19.948000,37.0,3.0,,,0 days 00:00:23.857000,0 days 00:00:32.150000,0 days 00:00:23.941000,0 days 01:52:01.309000,0 days 01:52:33.459000,0 days 01:52:57.400000,262.0,265.0,278.0,300.0,False,HARD,3.0,False,Aston Martin,0 days 01:51:37.425000,2023-06-04 13:52:37.432,1,11.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:52:59.271000,TSU,22,0 days 00:01:20.375000,37.0,3.0,,,0 days 00:00:24.086000,0 days 00:00:32.216000,0 days 00:00:24.073000,0 days 01:52:02.991000,0 days 01:52:35.207000,0 days 01:52:59.280000,261.0,280.0,276.0,306.0,False,MEDIUM,3.0,True,AlphaTauri,0 days 01:51:38.896000,2023-06-04 13:52:38.903,1,12.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:53:00.661000,OCO,31,0 days 00:01:19.679000,37.0,3.0,,,0 days 00:00:23.684000,0 days 00:00:32.065000,0 days 00:00:23.930000,0 days 01:52:04.711000,0 days 01:52:36.776000,0 days 01:53:00.706000,265.0,262.0,278.0,307.0,True,HARD,2.0,True,Alpine,0 days 01:51:40.982000,2023-06-04 13:52:40.989,1,13.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:53:02.674000,HUL,27,0 days 00:01:20.041000,37.0,3.0,,,0 days 00:00:23.650000,0 days 00:00:32.200000,0 days 00:00:24.191000,0 days 01:52:06.308000,0 days 01:52:38.508000,0 days 01:53:02.699000,273.0,277.0,279.0,,False,HARD,11.0,True,Haas F1 Team,0 days 01:51:42.633000,2023-06-04 13:52:42.640,1,14.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:53:08.459000,ZHO,24,0 days 00:01:39.856000,37.0,3.0,0 days 01:51:48.753000,,0 days 00:00:44.118000,0 days 00:00:31.980000,0 days 00:00:23.758000,0 days 01:52:12.734000,0 days 01:52:44.714000,0 days 01:53:08.472000,265.0,269.0,274.0,248.0,False,HARD,1.0,True,Alfa Romeo,0 days 01:51:28.603000,2023-06-04 13:52:28.610,1,15.0,False,,False,False,2023 Spain,22.1,30.1
0 days 01:53:11.643000,BOT,77,0 days 00:01:23.289000,37.0,2.0,,,0 days 00:00:25.153000,0 days 00:00:33.334000,0 days 00:00:24.802000,0 days 01:52:13.507000,0 days 01:52:46.841000,0 days 01:53:11.643000,254.0,266.0,274.0,,False,HARD,32.0,True,Alfa Romeo,0 days 01:51:48.354000,2023-06-04 13:52:48.361,1,16.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:53:12.501000,MAG,20,0 days 00:01:21.792000,37.0,3.0,,,0 days 00:00:23.701000,0 days 00:00:33.249000,0 days 00:00:24.842000,0 days 01:52:14.425000,0 days 01:52:47.674000,0 days 01:53:12.516000,271.0,274.0,285.0,333.0,False,HARD,13.0,True,Haas F1 Team,0 days 01:51:50.709000,2023-06-04 13:52:50.716,1,17.0,True,TRACK LIMITS AT TURN 9 LAP 37 ,False,True,2023 Spain,22.1,30.1
0 days 01:53:15.521000,NOR,4,0 days 00:01:20.461000,37.0,3.0,,,0 days 00:00:23.739000,0 days 00:00:32.176000,0 days 00:00:24.546000,0 days 01:52:18.820000,0 days 01:52:50.996000,0 days 01:53:15.542000,267.0,271.0,276.0,304.0,False,MEDIUM,15.0,True,McLaren,0 days 01:51:55.060000,2023-06-04 13:52:55.067,1,18.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:53:15.954000,ALB,23,0 days 00:01:26.232000,37.0,2.0,,0 days 01:53:13.252000,0 days 00:00:24.164000,0 days 00:00:33.239000,0 days 00:00:28.829000,0 days 01:52:13.945000,0 days 01:52:47.184000,0 days 01:53:16.013000,247.0,254.0,,308.0,False,HARD,21.0,True,Williams,0 days 01:51:49.722000,2023-06-04 13:52:49.729,1,19.0,False,,False,False,2023 Spain,22.1,30.1
0 days 01:53:16.615000,VER,1,0 days 00:01:19.417000,38.0,2.0,,,0 days 00:00:23.483000,0 days 00:00:31.855000,0 days 00:00:24.079000,0 days 01:52:20.726000,0 days 01:52:52.581000,0 days 01:53:16.660000,263.0,270.0,282.0,309.0,False,HARD,12.0,True,Red Bull Racing,0 days 01:51:57.198000,2023-06-04 13:52:57.205,1,1.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:53:31.964000,HAM,44,0 days 00:01:19.732000,38.0,2.0,,,0 days 00:00:23.684000,0 days 00:00:31.953000,0 days 00:00:24.095000,0 days 01:52:35.936000,0 days 01:53:07.889000,0 days 01:53:31.984000,275.0,267.0,275.0,,False,MEDIUM,14.0,True,Mercedes,0 days 01:52:12.232000,2023-06-04 13:53:12.239,1,2.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:53:38.618000,SAR,2,0 days 00:01:41.816000,37.0,3.0,0 days 01:52:18.018000,,0 days 00:00:45.293000,0 days 00:00:32.655000,0 days 00:00:23.868000,0 days 01:52:42.134000,0 days 01:53:14.789000,0 days 01:53:38.657000,258.0,264.0,277.0,251.0,False,HARD,1.0,True,Williams,0 days 01:51:56.802000,2023-06-04 13:52:56.809,1,20.0,False,,False,False,2023 Spain,22.1,30.1
0 days 01:53:41.604000,RUS,63,0 days 00:01:19.804000,38.0,2.0,,,0 days 00:00:23.720000,0 days 00:00:32.007000,0 days 00:00:24.077000,0 days 01:52:45.541000,0 days 01:53:17.548000,0 days 01:53:41.625000,264.0,268.0,276.0,301.0,False,MEDIUM,13.0,True,Mercedes,0 days 01:52:21.800000,2023-06-04 13:53:21.807,1,3.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:53:45.596000,SAI,55,0 days 00:01:20.390000,38.0,2.0,,,0 days 00:00:23.871000,0 days 00:00:32.254000,0 days 00:00:24.265000,0 days 01:52:49.125000,0 days 01:53:21.379000,0 days 01:53:45.644000,271.0,278.0,277.0,,False,MEDIUM,23.0,True,Ferrari,0 days 01:52:25.206000,2023-06-04 13:53:25.213,1,4.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:53:50.793000,PER,11,0 days 00:01:19.247000,38.0,2.0,,,0 days 00:00:23.548000,0 days 00:00:31.815000,0 days 00:00:23.884000,0 days 01:52:55.098000,0 days 01:53:26.913000,0 days 01:53:50.797000,266.0,267.0,281.0,306.0,False,HARD,11.0,True,Red Bull Racing,0 days 01:52:31.546000,2023-06-04 13:53:31.553,1,5.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:54:00.769000,ALO,14,0 days 00:01:20.074000,38.0,2.0,,,0 days 00:00:23.827000,0 days 00:00:32.114000,0 days 00:00:24.133000,0 days 01:53:04.538000,0 days 01:53:36.652000,0 days 01:54:00.785000,272.0,281.0,277.0,300.0,True,SOFT,22.0,False,Aston Martin,0 days 01:52:40.695000,2023-06-04 13:53:40.702,1,6.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:54:07.896000,PIA,81,0 days 00:01:20.607000,38.0,2.0,,,0 days 00:00:23.935000,0 days 00:00:32.304000,0 days 00:00:24.368000,0 days 01:53:11.231000,0 days 01:53:43.535000,0 days 01:54:07.903000,270.0,275.0,276.0,302.0,False,HARD,21.0,True,McLaren,0 days 01:52:47.289000,2023-06-04 13:53:47.296,1,7.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:54:08.970000,GAS,10,0 days 00:01:20.404000,38.0,2.0,,,0 days 00:00:23.721000,0 days 00:00:32.461000,0 days 00:00:24.222000,0 days 01:53:12.313000,0 days 01:53:44.774000,0 days 01:54:08.996000,271.0,272.0,279.0,,False,MEDIUM,19.0,True,Alpine,0 days 01:52:48.566000,2023-06-04 13:53:48.573,1,8.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:54:11.921000,LEC,16,0 days 00:01:20.458000,38.0,2.0,,,0 days 00:00:23.842000,0 days 00:00:32.158000,0 days 00:00:24.458000,0 days 01:53:15.329000,0 days 01:53:47.487000,0 days 01:54:11.945000,277.0,286.0,276.0,,False,SOFT,22.0,True,Ferrari,0 days 01:52:51.463000,2023-06-04 13:53:51.470,1,9.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:54:17.397000,STR,18,0 days 00:01:20.024000,38.0,3.0,,,0 days 00:00:24.069000,0 days 00:00:32.006000,0 days 00:00:23.949000,0 days 01:53:21.469000,0 days 01:53:53.475000,0 days 01:54:17.424000,,280.0,284.0,304.0,False,HARD,4.0,False,Aston Martin,0 days 01:52:57.373000,2023-06-04 13:53:57.380,1,10.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:54:19.391000,TSU,22,0 days 00:01:20.120000,38.0,3.0,,,0 days 00:00:23.881000,0 days 00:00:32.254000,0 days 00:00:23.985000,0 days 01:53:23.161000,0 days 01:53:55.415000,0 days 01:54:19.400000,260.0,278.0,277.0,305.0,False,MEDIUM,4.0,True,AlphaTauri,0 days 01:52:59.271000,2023-06-04 13:53:59.278,1,11.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:54:19.688000,OCO,31,0 days 00:01:19.027000,38.0,3.0,,,0 days 00:00:23.582000,0 days 00:00:31.744000,0 days 00:00:23.701000,0 days 01:53:24.288000,0 days 01:53:56.032000,0 days 01:54:19.733000,264.0,267.0,288.0,310.0,True,HARD,3.0,True,Alpine,0 days 01:53:00.661000,2023-06-04 13:54:00.668,1,12.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:54:20.534000,DEV,21,0 days 00:01:24.278000,38.0,2.0,,0 days 01:54:17.797000,0 days 00:00:24.055000,0 days 00:00:32.437000,0 days 00:00:27.786000,0 days 01:53:20.328000,0 days 01:53:52.765000,0 days 01:54:20.551000,270.0,270.0,,302.0,False,HARD,29.0,True,AlphaTauri,0 days 01:52:56.256000,2023-06-04 13:53:56.263,1,13.0,False,,False,False,2023 Spain,22.1,30.1
0 days 01:54:22.707000,HUL,27,0 days 00:01:20.033000,38.0,3.0,,,0 days 00:00:23.631000,0 days 00:00:32.265000,0 days 00:00:24.137000,0 days 01:53:26.330000,0 days 01:53:58.595000,0 days 01:54:22.732000,269.0,277.0,280.0,,False,HARD,12.0,True,Haas F1 Team,0 days 01:53:02.674000,2023-06-04 13:54:02.681,1,14.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:54:27.212000,ZHO,24,0 days 00:01:18.753000,38.0,3.0,,,0 days 00:00:23.734000,0 days 00:00:31.461000,0 days 00:00:23.558000,0 days 01:53:32.206000,0 days 01:54:03.667000,0 days 01:54:27.225000,270.0,273.0,275.0,298.0,True,HARD,2.0,True,Alfa Romeo,0 days 01:53:08.459000,2023-06-04 13:54:08.466,1,15.0,False,,False,True,2023 Spain,22.1,30.1
0 days 01:54:33.591000,BOT,77,0 days 00:01:21.948000,38.0,2.0,,,0 days 00:00:24.447000,0 days 00:00:32.839000,0 days 00:00:24.662000,0 days 01:53:36.090000,0 days 01:54:08.929000,0 days 01:54:33.591000,264.0,266.0,271.0,301.0,False,HARD,33.0,True,Alfa Romeo,0 days 01:53:11.643000,2023-06-04 13:54:11.650,1,16.0,False,,False,True,2023 Spain,22.2,29.9
0 days 01:54:33.980000,MAG,20,0 days 00:01:21.479000,38.0,3.0,,,0 days 00:00:23.994000,0 days 00:00:32.887000,0 days 00:00:24.598000,0 days 01:53:36.510000,0 days 01:54:09.397000,0 days 01:54:33.995000,267.0,260.0,283.0,,False,HARD,14.0,True,Haas F1 Team,0 days 01:53:12.501000,2023-06-04 13:54:12.508,1,17.0,False,,False,True,2023 Spain,22.2,29.9
0 days 01:54:35.937000,VER,1,0 days 00:01:19.322000,39.0,2.0,,,0 days 00:00:23.636000,0 days 00:00:31.688000,0 days 00:00:23.998000,0 days 01:53:40.296000,0 days 01:54:11.984000,0 days 01:54:35.982000,272.0,273.0,282.0,310.0,False,HARD,13.0,True,Red Bull Racing,0 days 01:53:16.615000,2023-06-04 13:54:16.622,1,1.0,True,TRACK LIMITS AT TURN 5 LAP 39 ,False,True,2023 Spain,22.2,29.9
0 days 01:54:37.656000,NOR,4,0 days 00:01:22.135000,38.0,3.0,,,0 days 00:00:25.163000,0 days 00:00:32.698000,0 days 00:00:24.274000,0 days 01:53:40.705000,0 days 01:54:13.403000,0 days 01:54:37.677000,215.0,263.0,278.0,,False,MEDIUM,16.0,True,McLaren,0 days 01:53:15.521000,2023-06-04 13:54:15.528,1,18.0,False,,False,True,2023 Spain,22.2,29.9
0 days 01:54:51.558000,HAM,44,0 days 00:01:19.594000,39.0,2.0,,,0 days 00:00:23.751000,0 days 00:00:31.975000,0 days 00:00:23.868000,0 days 01:53:55.735000,0 days 01:54:27.710000,0 days 01:54:51.578000,267.0,266.0,276.0,,False,MEDIUM,15.0,True,Mercedes,0 days 01:53:31.964000,2023-06-04 13:54:31.971,1,2.0,False,,False,True,2023 Spain,22.2,29.9
0 days 01:54:54.877000,ALB,23,0 days 00:01:38.923000,38.0,3.0,0 days 01:53:36.783000,,0 days 00:00:43.915000,0 days 00:00:31.428000,0 days 00:00:23.580000,0 days 01:53:59.928000,0 days 01:54:31.356000,0 days 01:54:54.936000,266.0,275.0,277.0,251.0,False,MEDIUM,1.0,True,Williams,0 days 01:53:15.954000,2023-06-04 13:54:15.961,1,19.0,False,,False,False,2023 Spain,22.2,29.9
0 days 01:54:57.936000,SAR,2,0 days 00:01:19.318000,38.0,3.0,,,0 days 00:00:23.625000,0 days 00:00:31.851000,0 days 00:00:23.842000,0 days 01:54:02.282000,0 days 01:54:34.133000,0 days 01:54:57.975000,265.0,268.0,278.0,304.0,True,HARD,2.0,True,Williams,0 days 01:53:38.618000,2023-06-04 13:54:38.625,1,20.0,False,,False,True,2023 Spain,22.2,29.9
0 days 01:55:01.334000,RUS,63,0 days 00:01:19.730000,39.0,2.0,,,0 days 00:00:23.824000,0 days 00:00:31.908000,0 days 00:00:23.998000,0 days 01:54:05.449000,0 days 01:54:37.357000,0 days 01:55:01.355000,262.0,269.0,277.0,303.0,False,MEDIUM,14.0,True,Mercedes,0 days 01:53:41.604000,2023-06-04 13:54:41.611,1,3.0,False,,False,True,2023 Spain,22.2,29.9
0 days 01:55:05.747000,SAI,55,0 days 00:01:20.151000,39.0,2.0,,,0 days 00:00:23.766000,0 days 00:00:32.070000,0 days 00:00:24.315000,0 days 01:54:09.410000,0 days 01:54:41.480000,0 days 01:55:05.795000,273.0,281.0,277.0,,False,MEDIUM,24.0,True,Ferrari,0 days 01:53:45.596000,2023-06-04 13:54:45.603,1,4.0,False,,False,True,2023 Spain,22.2,29.9
0 days 01:55:10.103000,PER,11,0 days 00:01:19.310000,39.0,2.0,,,0 days 00:00:23.570000,0 days 00:00:31.843000,0 days 00:00:23.897000,0 days 01:54:14.367000,0 days 01:54:46.210000,0 days 01:55:10.107000,272.0,269.0,281.0,,False,HARD,12.0,True,Red Bull Racing,0 days 01:53:50.793000,2023-06-04 13:54:50.800,1,5.0,False,,False,True,2023 Spain,22.2,29.9
0 days 01:55:20.620000,ALO,14,0 days 00:01:19.851000,39.0,2.0,,,0 days 00:00:23.825000,0 days 00:00:31.853000,0 days 00:00:24.173000,0 days 01:54:24.610000,0 days 01:54:56.463000,0 days 01:55:20.636000,277.0,282.0,277.0,301.0,True,SOFT,23.0,False,Aston Martin,0 days 01:54:00.769000,2023-06-04 13:55:00.776,1,6.0,False,,False,True,2023 Spain,22.2,29.9
0 days 01:55:32.008000,PIA,81,0 days 00:01:24.112000,39.0,2.0,,0 days 01:55:29.296000,0 days 00:00:24.012000,0 days 00:00:32.271000,0 days 00:00:27.829000,0 days 01:54:31.915000,0 days 01:55:04.186000,0 days 01:55:32.015000,275.0,276.0,,301.0,False,HARD,22.0,True,McLaren,0 days 01:54:07.896000,2023-06-04 13:55:07.903,1,7.0,False,,False,False,2023 Spain,22.1,29.9
0 days 01:55:32.479000,LEC,16,0 days 00:01:20.558000,39.0,2.0,,,0 days 00:00:23.933000,0 days 00:00:32.270000,0 days 00:00:24.355000,0 days 01:54:35.878000,0 days 01:55:08.148000,0 days 01:55:32.503000,276.0,286.0,276.0,,False,SOFT,23.0,True,Ferrari,0 days 01:54:11.921000,2023-06-04 13:55:11.928,1,8.0,False,,False,True,2023 Spain,22.1,29.9
0 days 01:55:33.117000,GAS,10,0 days 00:01:24.147000,39.0,2.0,,0 days 01:55:30.390000,0 days 00:00:23.685000,0 days 00:00:32.381000,0 days 00:00:28.081000,0 days 01:54:32.681000,0 days 01:55:05.062000,0 days 01:55:33.143000,272.0,277.0,,309.0,False,MEDIUM,20.0,True,Alpine,0 days 01:54:08.970000,2023-06-04 13:55:08.977,1,9.0,False,,False,False,2023 Spain,22.1,29.9
0 days 01:55:36.464000,STR,18,0 days 00:01:19.067000,39.0,3.0,,,0 days 00:00:23.322000,0 days 00:00:31.888000,0 days 00:00:23.857000,0 days 01:54:40.746000,0 days 01:55:12.634000,0 days 01:55:36.491000,266.0,263.0,277.0,322.0,True,HARD,5.0,False,Aston Martin,0 days 01:54:17.397000,2023-06-04 13:55:17.404,1,10.0,False,,False,True,2023 Spain,22.1,29.9
0 days 01:55:39.056000,OCO,31,0 days 00:01:19.368000,39.0,3.0,,,0 days 00:00:23.304000,0 days 00:00:32.153000,0 days 00:00:23.911000,0 days 01:54:43.037000,0 days 01:55:15.190000,0 days 01:55:39.101000,265.0,264.0,280.0,328.0,False,HARD,4.0,True,Alpine,0 days 01:54:19.688000,2023-06-04 13:55:19.695,1,11.0,False,,False,True,2023 Spain,22.1,29.9
0 days 01:55:40.157000,TSU,22,0 days 00:01:20.766000,39.0,3.0,,,0 days 00:00:24.306000,0 days 00:00:32.293000,0 days 00:00:24.167000,0 days 01:54:43.706000,0 days 01:55:15.999000,0 days 01:55:40.166000,264.0,282.0,277.0,,False,MEDIUM,5.0,True,AlphaTauri,0 days 01:54:19.391000,2023-06-04 13:55:19.398,1,12.0,False,,False,True,2023 Spain,22.1,29.9
0 days 01:55:43.017000,HUL,27,0 days 00:01:20.310000,39.0,3.0,,,0 days 00:00:23.697000,0 days 00:00:32.356000,0 days 00:00:24.257000,0 days 01:54:46.429000,0 days 01:55:18.785000,0 days 01:55:43.042000,274.0,275.0,279.0,311.0,False,HARD,13.0,True,Haas F1 Team,0 days 01:54:22.707000,2023-06-04 13:55:22.714,1,13.0,False,,False,True,2023 Spain,22.1,29.9
0 days 01:55:46.194000,ZHO,24,0 days 00:01:18.982000,39.0,3.0,,,0 days 00:00:23.549000,0 days 00:00:31.714000,0 days 00:00:23.719000,0 days 01:54:50.774000,0 days 01:55:22.488000,0 days 01:55:46.207000,,274.0,275.0,300.0,False,HARD,3.0,True,Alfa Romeo,0 days 01:54:27.212000,2023-06-04 13:55:27.219,1,14.0,False,,False,True,2023 Spain,22.1,29.9
0 days 01:55:53.919000,MAG,20,0 days 00:01:19.939000,39.0,3.0,,,0 days 00:00:23.322000,0 days 00:00:32.340000,0 days 00:00:24.277000,0 days 01:54:57.317000,0 days 01:55:29.657000,0 days 01:55:53.934000,277.0,279.0,276.0,329.0,False,HARD,15.0,True,Haas F1 Team,0 days 01:54:33.980000,2023-06-04 13:55:33.987,1,15.0,False,,False,True,2023 Spain,22.1,29.9
0 days 01:55:55.325000,VER,1,0 days 00:01:19.388000,40.0,2.0,,,0 days 00:00:23.530000,0 days 00:00:31.967000,0 days 00:00:23.891000,0 days 01:54:59.512000,0 days 01:55:31.479000,0 days 01:55:55.370000,264.0,266.0,281.0,309.0,False,HARD,14.0,True,Red Bull Racing,0 days 01:54:35.937000,2023-06-04 13:55:35.944,1,1.0,False,,False,True,2023 Spain,22.1,29.9
0 days 01:55:58.125000,NOR,4,0 days 00:01:20.469000,39.0,3.0,,,0 days 00:00:23.701000,0 days 00:00:32.383000,0 days 00:00:24.385000,0 days 01:55:01.378000,0 days 01:55:33.761000,0 days 01:55:58.146000,260.0,264.0,284.0,306.0,False,MEDIUM,17.0,True,McLaren,0 days 01:54:37.656000,2023-06-04 13:55:37.663,1,16.0,False,,False,True,2023 Spain,22.1,29.9
0 days 01:55:58.972000,DEV,21,0 days 00:01:38.438000,39.0,3.0,0 days 01:54:39.813000,,0 days 00:00:42.912000,0 days 00:00:31.682000,0 days 00:00:23.844000,0 days 01:55:03.463000,0 days 01:55:35.145000,0 days 01:55:58.989000,266.0,270.0,287.0,250.0,False,MEDIUM,1.0,True,AlphaTauri,0 days 01:54:20.534000,2023-06-04 13:55:20.541,1,17.0,False,,False,False,2023 Spain,22.1,29.9
0 days 01:56:01.144000,BOT,77,0 days 00:01:27.553000,39.0,2.0,,0 days 01:55:58.405000,0 days 00:00:24.774000,0 days 00:00:34.249000,0 days 00:00:28.530000,0 days 01:54:58.365000,0 days 01:55:32.614000,0 days 01:56:01.144000,258.0,268.0,,300.0,False,HARD,34.0,True,Alfa Romeo,0 days 01:54:33.591000,2023-06-04 13:55:33.598,1,18.0,False,,False,False,2023 Spain,22.1,29.9
0 days 01:56:11.026000,HAM,44,0 days 00:01:19.468000,40.0,2.0,,,0 days 00:00:23.745000,0 days 00:00:31.867000,0 days 00:00:23.856000,0 days 01:55:15.323000,0 days 01:55:47.190000,0 days 01:56:11.046000,270.0,270.0,277.0,302.0,False,MEDIUM,16.0,True,Mercedes,0 days 01:54:51.558000,2023-06-04 13:55:51.565,1,2.0,False,,False,True,2023 Spain,22.1,29.9
