Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,race,AirTemp,TrackTemp
0 days 01:04:15.902000,VER,1,0 days 00:01:39.019000,1.0,1.0,,,,0 days 00:00:42.414000,0 days 00:00:23.842000,,0 days 01:03:52.119000,0 days 01:04:16.010000,232.0,231.0,278.0,252.0,False,SOFT,4.0,False,Red Bull Racing,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,1.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:17.113000,LEC,16,0 days 00:01:40.230000,1.0,1.0,,,,0 days 00:00:42.549000,0 days 00:00:24.122000,,0 days 01:03:53.104000,0 days 01:04:17.260000,226.0,250.0,281.0,255.0,False,SOFT,1.0,True,Ferrari,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,2.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:17.946000,PER,11,0 days 00:01:41.063000,1.0,1.0,,,,0 days 00:00:43.216000,0 days 00:00:24.069000,,0 days 01:03:53.963000,0 days 01:04:18.056000,230.0,237.0,280.0,252.0,False,SOFT,4.0,False,Red Bull Racing,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,3.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:18.542000,SAI,55,0 days 00:01:41.659000,1.0,1.0,,,,0 days 00:00:43.409000,0 days 00:00:24.190000,,0 days 01:03:54.447000,0 days 01:04:18.681000,225.0,240.0,282.0,235.0,False,SOFT,4.0,False,Ferrari,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,4.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:19.171000,HAM,44,0 days 00:01:42.288000,1.0,1.0,,,,0 days 00:00:43.494000,0 days 00:00:24.338000,,0 days 01:03:54.932000,0 days 01:04:19.291000,234.0,247.0,283.0,266.0,False,SOFT,4.0,False,Mercedes,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,5.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:19.545000,RUS,63,0 days 00:01:42.662000,1.0,1.0,,,,0 days 00:00:43.377000,0 days 00:00:24.168000,,0 days 01:03:55.494000,0 days 01:04:19.666000,231.0,244.0,286.0,259.0,False,SOFT,4.0,False,Mercedes,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,6.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:20.491000,ALO,14,0 days 00:01:43.608000,1.0,1.0,,,,0 days 00:00:43.884000,0 days 00:00:24.561000,,0 days 01:03:56.041000,0 days 01:04:20.619000,222.0,247.0,277.0,255.0,False,SOFT,4.0,False,Aston Martin,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,7.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:21.037000,BOT,77,0 days 00:01:44.154000,1.0,1.0,,,,0 days 00:00:43.757000,0 days 00:00:24.573000,,0 days 01:03:56.572000,0 days 01:04:21.181000,230.0,251.0,278.0,266.0,False,SOFT,1.0,True,Alfa Romeo,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,8.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:21.553000,STR,18,0 days 00:01:44.670000,1.0,1.0,,,,0 days 00:00:44.143000,0 days 00:00:24.609000,,0 days 01:03:57.041000,0 days 01:04:21.666000,223.0,250.0,281.0,261.0,False,SOFT,4.0,False,Aston Martin,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,9.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:22.247000,NOR,4,0 days 00:01:45.364000,1.0,1.0,,,,0 days 00:00:44.789000,0 days 00:00:24.561000,,0 days 01:03:57.775000,0 days 01:04:22.384000,229.0,236.0,279.0,263.0,False,SOFT,1.0,True,McLaren,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,10.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:22.850000,OCO,31,0 days 00:01:45.967000,1.0,1.0,,,,0 days 00:00:45.213000,0 days 00:00:24.698000,,0 days 01:03:58.229000,0 days 01:04:23.025000,233.0,238.0,280.0,254.0,False,SOFT,4.0,False,Alpine,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,11.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:23.336000,ALB,23,0 days 00:01:46.453000,1.0,1.0,,,,0 days 00:00:45.491000,0 days 00:00:24.742000,,0 days 01:03:58.697000,0 days 01:04:23.463000,206.0,245.0,286.0,245.0,False,SOFT,1.0,True,Williams,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,12.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:23.738000,SAR,2,0 days 00:01:46.855000,1.0,1.0,,,,0 days 00:00:45.330000,0 days 00:00:24.706000,,0 days 01:03:59.119000,0 days 01:04:23.775000,224.0,249.0,283.0,269.0,False,SOFT,1.0,True,Williams,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,13.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:24.222000,HUL,27,0 days 00:01:47.339000,1.0,1.0,,,,0 days 00:00:45.924000,0 days 00:00:24.741000,,0 days 01:03:59.557000,0 days 01:04:24.354000,220.0,239.0,282.0,249.0,False,SOFT,4.0,False,Haas F1 Team,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,14.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:24.674000,TSU,22,0 days 00:01:47.791000,1.0,1.0,,,,0 days 00:00:45.884000,0 days 00:00:24.925000,,0 days 01:03:59.838000,0 days 01:04:24.791000,230.0,248.0,282.0,259.0,False,SOFT,1.0,True,AlphaTauri,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,15.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:25.097000,PIA,81,0 days 00:01:48.214000,1.0,1.0,,,,0 days 00:00:45.783000,0 days 00:00:24.952000,,0 days 01:04:00.244000,0 days 01:04:25.134000,231.0,247.0,280.0,250.0,False,SOFT,1.0,True,McLaren,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,16.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:25.350000,ZHO,24,0 days 00:01:48.467000,1.0,1.0,,,,0 days 00:00:45.972000,0 days 00:00:24.736000,,0 days 01:04:00.729000,0 days 01:04:25.384000,223.0,241.0,282.0,246.0,False,SOFT,1.0,True,Alfa Romeo,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,17.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:26.213000,MAG,20,0 days 00:01:49.330000,1.0,1.0,,,,0 days 00:00:46.858000,0 days 00:00:25.043000,,0 days 01:04:01.291000,0 days 01:04:26.322000,235.0,241.0,280.0,243.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,18.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:26.532000,GAS,10,0 days 00:01:49.649000,1.0,1.0,,,,0 days 00:00:46.780000,0 days 00:00:25.135000,,0 days 01:04:01.494000,0 days 01:04:26.681000,214.0,234.0,281.0,271.0,False,SOFT,1.0,True,Alpine,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,19.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:04:26.842000,DEV,21,0 days 00:01:49.959000,1.0,1.0,,,,0 days 00:00:46.835000,0 days 00:00:25.179000,,0 days 01:04:01.760000,0 days 01:04:26.994000,217.0,226.0,282.0,253.0,False,SOFT,1.0,True,AlphaTauri,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,20.0,False,,False,False,2023 Bahrain,27.3,31.2
0 days 01:05:53.876000,VER,1,0 days 00:01:37.974000,2.0,1.0,,,0 days 00:00:31.342000,0 days 00:00:42.504000,0 days 00:00:24.128000,0 days 01:04:47.303000,0 days 01:05:29.807000,0 days 01:05:53.935000,227.0,238.0,278.0,288.0,True,SOFT,5.0,False,Red Bull Racing,0 days 01:04:15.902000,2023-03-05 15:05:17.751,12,1.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:05:55.863000,LEC,16,0 days 00:01:38.750000,2.0,1.0,,,0 days 00:00:31.407000,0 days 00:00:43.127000,0 days 00:00:24.216000,0 days 01:04:48.569000,0 days 01:05:31.696000,0 days 01:05:55.912000,,243.0,281.0,294.0,True,SOFT,2.0,True,Ferrari,0 days 01:04:17.113000,2023-03-05 15:05:18.962,21,2.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:05:56.808000,PER,11,0 days 00:01:38.862000,2.0,1.0,,,0 days 00:00:31.532000,0 days 00:00:43.116000,0 days 00:00:24.214000,0 days 01:04:49.503000,0 days 01:05:32.619000,0 days 01:05:56.833000,228.0,238.0,281.0,283.0,True,SOFT,5.0,False,Red Bull Racing,0 days 01:04:17.946000,2023-03-05 15:05:19.795,21,3.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:05:57.475000,SAI,55,0 days 00:01:38.933000,2.0,1.0,,,0 days 00:00:31.451000,0 days 00:00:43.164000,0 days 00:00:24.318000,0 days 01:04:50.059000,0 days 01:05:33.223000,0 days 01:05:57.541000,229.0,242.0,282.0,299.0,True,SOFT,5.0,False,Ferrari,0 days 01:04:18.542000,2023-03-05 15:05:20.391,21,4.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:05:58.337000,HAM,44,0 days 00:01:39.166000,2.0,1.0,,,0 days 00:00:31.408000,0 days 00:00:43.352000,0 days 00:00:24.406000,0 days 01:04:50.619000,0 days 01:05:33.971000,0 days 01:05:58.377000,,247.0,282.0,311.0,True,SOFT,5.0,False,Mercedes,0 days 01:04:19.171000,2023-03-05 15:05:21.020,21,5.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:05:59.135000,RUS,63,0 days 00:01:39.590000,2.0,1.0,,,0 days 00:00:31.709000,0 days 00:00:43.468000,0 days 00:00:24.413000,0 days 01:04:51.268000,0 days 01:05:34.736000,0 days 01:05:59.149000,214.0,239.0,283.0,306.0,True,SOFT,5.0,False,Mercedes,0 days 01:04:19.545000,2023-03-05 15:05:21.394,21,6.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:06:00.283000,ALO,14,0 days 00:01:39.792000,2.0,1.0,,,0 days 00:00:31.743000,0 days 00:00:43.626000,0 days 00:00:24.423000,0 days 01:04:52.295000,0 days 01:05:35.921000,0 days 01:06:00.344000,231.0,228.0,279.0,300.0,True,SOFT,5.0,False,Aston Martin,0 days 01:04:20.491000,2023-03-05 15:05:22.340,21,7.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:06:00.993000,BOT,77,0 days 00:01:39.956000,2.0,1.0,,,0 days 00:00:31.722000,0 days 00:00:43.495000,0 days 00:00:24.739000,0 days 01:04:52.803000,0 days 01:05:36.298000,0 days 01:06:01.037000,228.0,247.0,277.0,290.0,True,SOFT,2.0,True,Alfa Romeo,0 days 01:04:21.037000,2023-03-05 15:05:22.886,21,8.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:06:01.445000,STR,18,0 days 00:01:39.892000,2.0,1.0,,,0 days 00:00:31.685000,0 days 00:00:43.580000,0 days 00:00:24.627000,0 days 01:04:53.295000,0 days 01:05:36.875000,0 days 01:06:01.502000,232.0,243.0,282.0,305.0,True,SOFT,5.0,False,Aston Martin,0 days 01:04:21.553000,2023-03-05 15:05:23.402,21,9.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:06:02.680000,NOR,4,0 days 00:01:40.433000,2.0,1.0,,,0 days 00:00:31.867000,0 days 00:00:43.830000,0 days 00:00:24.736000,0 days 01:04:54.114000,0 days 01:05:37.944000,0 days 01:06:02.680000,231.0,238.0,278.0,291.0,True,SOFT,2.0,True,McLaren,0 days 01:04:22.247000,2023-03-05 15:05:24.096,21,10.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:06:03.258000,OCO,31,0 days 00:01:40.408000,2.0,1.0,,,0 days 00:00:31.783000,0 days 00:00:43.896000,0 days 00:00:24.729000,0 days 01:04:54.665000,0 days 01:05:38.561000,0 days 01:06:03.290000,228.0,243.0,280.0,293.0,True,SOFT,5.0,False,Alpine,0 days 01:04:22.850000,2023-03-05 15:05:24.699,21,11.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:06:03.766000,ALB,23,0 days 00:01:40.430000,2.0,1.0,,,0 days 00:00:31.765000,0 days 00:00:43.909000,0 days 00:00:24.756000,0 days 01:04:55.158000,0 days 01:05:39.067000,0 days 01:06:03.823000,228.0,245.0,285.0,306.0,True,SOFT,2.0,True,Williams,0 days 01:04:23.336000,2023-03-05 15:05:25.185,21,12.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:06:04.205000,SAR,2,0 days 00:01:40.467000,2.0,1.0,,,0 days 00:00:31.795000,0 days 00:00:43.956000,0 days 00:00:24.716000,0 days 01:04:55.537000,0 days 01:05:39.493000,0 days 01:06:04.209000,231.0,248.0,283.0,309.0,True,SOFT,2.0,True,Williams,0 days 01:04:23.738000,2023-03-05 15:05:25.587,21,13.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:06:04.942000,HUL,27,0 days 00:01:40.720000,2.0,1.0,,,0 days 00:00:31.780000,0 days 00:00:44.191000,0 days 00:00:24.749000,0 days 01:04:56.029000,0 days 01:05:40.220000,0 days 01:06:04.969000,230.0,242.0,281.0,299.0,True,SOFT,5.0,False,Haas F1 Team,0 days 01:04:24.222000,2023-03-05 15:05:26.071,21,14.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:06:05.511000,TSU,22,0 days 00:01:40.837000,2.0,1.0,,,0 days 00:00:31.976000,0 days 00:00:43.987000,0 days 00:00:24.874000,0 days 01:04:56.678000,0 days 01:05:40.665000,0 days 01:06:05.539000,232.0,240.0,280.0,294.0,True,SOFT,2.0,True,AlphaTauri,0 days 01:04:24.674000,2023-03-05 15:05:26.523,21,15.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:06:05.927000,PIA,81,0 days 00:01:40.830000,2.0,1.0,,,0 days 00:00:32.185000,0 days 00:00:43.977000,0 days 00:00:24.668000,0 days 01:04:57.319000,0 days 01:05:41.296000,0 days 01:06:05.964000,233.0,243.0,281.0,304.0,True,SOFT,2.0,True,McLaren,0 days 01:04:25.097000,2023-03-05 15:05:26.946,21,16.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:06:06.441000,ZHO,24,0 days 00:01:41.091000,2.0,1.0,,,0 days 00:00:32.232000,0 days 00:00:44.025000,0 days 00:00:24.834000,0 days 01:04:57.614000,0 days 01:05:41.639000,0 days 01:06:06.473000,228.0,243.0,280.0,307.0,True,SOFT,2.0,True,Alfa Romeo,0 days 01:04:25.350000,2023-03-05 15:05:27.199,21,17.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:06:06.970000,GAS,10,0 days 00:01:40.438000,2.0,1.0,,,0 days 00:00:31.738000,0 days 00:00:43.938000,0 days 00:00:24.762000,0 days 01:04:58.279000,0 days 01:05:42.217000,0 days 01:06:06.979000,226.0,237.0,280.0,298.0,True,SOFT,2.0,True,Alpine,0 days 01:04:26.532000,2023-03-05 15:05:28.381,21,18.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:06:07.734000,MAG,20,0 days 00:01:41.521000,2.0,1.0,,,0 days 00:00:32.420000,0 days 00:00:44.355000,0 days 00:00:24.746000,0 days 01:04:58.663000,0 days 01:05:43.018000,0 days 01:06:07.764000,231.0,242.0,280.0,306.0,True,HARD,2.0,True,Haas F1 Team,0 days 01:04:26.213000,2023-03-05 15:05:28.062,21,19.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:06:08.131000,DEV,21,0 days 00:01:41.289000,2.0,1.0,,,0 days 00:00:32.136000,0 days 00:00:44.304000,0 days 00:00:24.849000,0 days 01:04:59.027000,0 days 01:05:43.331000,0 days 01:06:08.180000,231.0,237.0,281.0,277.0,True,SOFT,2.0,True,AlphaTauri,0 days 01:04:26.842000,2023-03-05 15:05:28.691,21,20.0,False,,False,True,2023 Bahrain,27.3,31.1
0 days 01:07:31.882000,VER,1,0 days 00:01:38.006000,3.0,1.0,,,0 days 00:00:31.388000,0 days 00:00:42.469000,0 days 00:00:24.149000,0 days 01:06:25.323000,0 days 01:07:07.792000,0 days 01:07:31.941000,,238.0,278.0,287.0,False,SOFT,6.0,False,Red Bull Racing,0 days 01:05:53.876000,2023-03-05 15:06:55.725,1,1.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:34.521000,LEC,16,0 days 00:01:38.658000,3.0,1.0,,,0 days 00:00:31.238000,0 days 00:00:43.103000,0 days 00:00:24.317000,0 days 01:06:27.150000,0 days 01:07:10.253000,0 days 01:07:34.570000,,244.0,280.0,303.0,True,SOFT,3.0,True,Ferrari,0 days 01:05:55.863000,2023-03-05 15:06:57.712,1,2.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:35.638000,PER,11,0 days 00:01:38.830000,3.0,1.0,,,0 days 00:00:31.397000,0 days 00:00:43.146000,0 days 00:00:24.287000,0 days 01:06:28.230000,0 days 01:07:11.376000,0 days 01:07:35.663000,231.0,240.0,280.0,293.0,True,SOFT,6.0,False,Red Bull Racing,0 days 01:05:56.808000,2023-03-05 15:06:58.657,1,3.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:36.517000,SAI,55,0 days 00:01:39.042000,3.0,1.0,,,0 days 00:00:31.374000,0 days 00:00:43.257000,0 days 00:00:24.411000,0 days 01:06:28.915000,0 days 01:07:12.172000,0 days 01:07:36.583000,228.0,246.0,286.0,,False,SOFT,6.0,False,Ferrari,0 days 01:05:57.475000,2023-03-05 15:06:59.324,1,4.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:37.557000,HAM,44,0 days 00:01:39.220000,3.0,1.0,,,0 days 00:00:31.298000,0 days 00:00:43.499000,0 days 00:00:24.423000,0 days 01:06:29.675000,0 days 01:07:13.174000,0 days 01:07:37.597000,228.0,246.0,283.0,303.0,False,SOFT,6.0,False,Mercedes,0 days 01:05:58.337000,2023-03-05 15:07:00.186,1,5.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:38.228000,RUS,63,0 days 00:01:39.093000,3.0,1.0,,,0 days 00:00:31.218000,0 days 00:00:43.416000,0 days 00:00:24.459000,0 days 01:06:30.367000,0 days 01:07:13.783000,0 days 01:07:38.242000,219.0,245.0,287.0,310.0,True,SOFT,6.0,False,Mercedes,0 days 01:05:59.135000,2023-03-05 15:07:00.984,1,6.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:39.383000,ALO,14,0 days 00:01:39.100000,3.0,1.0,,,0 days 00:00:31.541000,0 days 00:00:43.276000,0 days 00:00:24.283000,0 days 01:06:31.885000,0 days 01:07:15.161000,0 days 01:07:39.444000,,247.0,279.0,293.0,True,SOFT,6.0,False,Aston Martin,0 days 01:06:00.283000,2023-03-05 15:07:02.132,1,7.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:40.390000,BOT,77,0 days 00:01:39.397000,3.0,1.0,,,0 days 00:00:31.428000,0 days 00:00:43.378000,0 days 00:00:24.591000,0 days 01:06:32.465000,0 days 01:07:15.843000,0 days 01:07:40.434000,227.0,246.0,282.0,302.0,True,SOFT,3.0,True,Alfa Romeo,0 days 01:06:00.993000,2023-03-05 15:07:02.842,1,8.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:41.070000,STR,18,0 days 00:01:39.625000,3.0,1.0,,,0 days 00:00:31.501000,0 days 00:00:43.471000,0 days 00:00:24.653000,0 days 01:06:33.003000,0 days 01:07:16.474000,0 days 01:07:41.127000,231.0,235.0,284.0,306.0,True,SOFT,6.0,False,Aston Martin,0 days 01:06:01.445000,2023-03-05 15:07:03.294,1,9.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:42.457000,NOR,4,0 days 00:01:39.777000,3.0,1.0,,,0 days 00:00:31.627000,0 days 00:00:43.448000,0 days 00:00:24.702000,0 days 01:06:34.307000,0 days 01:07:17.755000,0 days 01:07:42.457000,232.0,255.0,278.0,300.0,False,SOFT,3.0,True,McLaren,0 days 01:06:02.680000,2023-03-05 15:07:04.529,1,10.0,True,TRACK LIMITS AT TURN 4 LAP 3 ,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:43.206000,OCO,31,0 days 00:01:39.948000,3.0,1.0,,,0 days 00:00:31.547000,0 days 00:00:43.662000,0 days 00:00:24.739000,0 days 01:06:34.837000,0 days 01:07:18.499000,0 days 01:07:43.238000,229.0,243.0,284.0,291.0,True,SOFT,6.0,False,Alpine,0 days 01:06:03.258000,2023-03-05 15:07:05.107,1,11.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:43.909000,ALB,23,0 days 00:01:40.143000,3.0,1.0,,,0 days 00:00:31.660000,0 days 00:00:43.782000,0 days 00:00:24.701000,0 days 01:06:35.483000,0 days 01:07:19.265000,0 days 01:07:43.966000,225.0,247.0,290.0,308.0,True,SOFT,3.0,True,Williams,0 days 01:06:03.766000,2023-03-05 15:07:05.615,1,12.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:44.554000,SAR,2,0 days 00:01:40.349000,3.0,1.0,,,0 days 00:00:31.746000,0 days 00:00:43.800000,0 days 00:00:24.803000,0 days 01:06:35.955000,0 days 01:07:19.755000,0 days 01:07:44.558000,,245.0,288.0,300.0,True,SOFT,3.0,True,Williams,0 days 01:06:04.205000,2023-03-05 15:07:06.054,1,13.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:45.426000,HUL,27,0 days 00:01:40.484000,3.0,1.0,,,0 days 00:00:31.671000,0 days 00:00:43.801000,0 days 00:00:25.012000,0 days 01:06:36.640000,0 days 01:07:20.441000,0 days 01:07:45.453000,228.0,245.0,286.0,300.0,True,SOFT,6.0,False,Haas F1 Team,0 days 01:06:04.942000,2023-03-05 15:07:06.791,1,14.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:45.754000,TSU,22,0 days 00:01:40.243000,3.0,1.0,,,0 days 00:00:31.699000,0 days 00:00:43.736000,0 days 00:00:24.808000,0 days 01:06:37.238000,0 days 01:07:20.974000,0 days 01:07:45.782000,224.0,250.0,288.0,301.0,True,SOFT,3.0,True,AlphaTauri,0 days 01:06:05.511000,2023-03-05 15:07:07.360,1,15.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:46.618000,PIA,81,0 days 00:01:40.691000,3.0,1.0,,,0 days 00:00:31.877000,0 days 00:00:43.986000,0 days 00:00:24.828000,0 days 01:06:37.841000,0 days 01:07:21.827000,0 days 01:07:46.655000,232.0,242.0,285.0,302.0,True,SOFT,3.0,True,McLaren,0 days 01:06:05.927000,2023-03-05 15:07:07.776,1,16.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:47.037000,ZHO,24,0 days 00:01:40.596000,3.0,1.0,,,0 days 00:00:31.730000,0 days 00:00:44.033000,0 days 00:00:24.833000,0 days 01:06:38.203000,0 days 01:07:22.236000,0 days 01:07:47.069000,229.0,244.0,286.0,304.0,True,SOFT,3.0,True,Alfa Romeo,0 days 01:06:06.441000,2023-03-05 15:07:08.290,1,17.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:47.613000,GAS,10,0 days 00:01:40.643000,3.0,1.0,,,0 days 00:00:31.800000,0 days 00:00:44.083000,0 days 00:00:24.760000,0 days 01:06:38.779000,0 days 01:07:22.862000,0 days 01:07:47.622000,225.0,237.0,286.0,285.0,False,SOFT,3.0,True,Alpine,0 days 01:06:06.970000,2023-03-05 15:07:08.819,1,18.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:49.045000,DEV,21,0 days 00:01:40.914000,3.0,1.0,,,0 days 00:00:31.761000,0 days 00:00:44.368000,0 days 00:00:24.785000,0 days 01:06:39.941000,0 days 01:07:24.309000,0 days 01:07:49.094000,230.0,242.0,280.0,291.0,True,SOFT,3.0,True,AlphaTauri,0 days 01:06:08.131000,2023-03-05 15:07:09.980,1,19.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:07:49.712000,MAG,20,0 days 00:01:41.978000,3.0,1.0,,,0 days 00:00:31.821000,0 days 00:00:45.009000,0 days 00:00:25.148000,0 days 01:06:39.585000,0 days 01:07:24.594000,0 days 01:07:49.742000,227.0,237.0,286.0,294.0,False,HARD,3.0,True,Haas F1 Team,0 days 01:06:07.734000,2023-03-05 15:07:09.583,1,20.0,False,,False,True,2023 Bahrain,27.3,31.2
0 days 01:09:09.858000,VER,1,0 days 00:01:37.976000,4.0,1.0,,,0 days 00:00:31.271000,0 days 00:00:42.642000,0 days 00:00:24.063000,0 days 01:08:03.212000,0 days 01:08:45.854000,0 days 01:09:09.917000,228.0,238.0,278.0,289.0,False,SOFT,7.0,False,Red Bull Racing,0 days 01:07:31.882000,2023-03-05 15:08:33.731,1,1.0,False,,False,True,2023 Bahrain,27.2,31.1
0 days 01:09:13.346000,LEC,16,0 days 00:01:38.825000,4.0,1.0,,,0 days 00:00:31.402000,0 days 00:00:43.150000,0 days 00:00:24.273000,0 days 01:08:05.972000,0 days 01:08:49.122000,0 days 01:09:13.395000,,246.0,280.0,305.0,False,SOFT,4.0,True,Ferrari,0 days 01:07:34.521000,2023-03-05 15:08:36.370,1,2.0,False,,False,True,2023 Bahrain,27.2,31.1
0 days 01:09:14.396000,PER,11,0 days 00:01:38.758000,4.0,1.0,,,0 days 00:00:31.404000,0 days 00:00:43.108000,0 days 00:00:24.246000,0 days 01:08:07.067000,0 days 01:08:50.175000,0 days 01:09:14.421000,,243.0,281.0,297.0,True,SOFT,7.0,False,Red Bull Racing,0 days 01:07:35.638000,2023-03-05 15:08:37.487,1,3.0,False,,False,True,2023 Bahrain,27.2,31.1
0 days 01:09:15.502000,SAI,55,0 days 00:01:38.985000,4.0,1.0,,,0 days 00:00:31.192000,0 days 00:00:43.306000,0 days 00:00:24.487000,0 days 01:08:07.775000,0 days 01:08:51.081000,0 days 01:09:15.568000,,242.0,286.0,317.0,False,SOFT,7.0,False,Ferrari,0 days 01:07:36.517000,2023-03-05 15:08:38.366,1,4.0,False,,False,True,2023 Bahrain,27.2,31.1
0 days 01:09:16.755000,HAM,44,0 days 00:01:39.198000,4.0,1.0,,,0 days 00:00:31.315000,0 days 00:00:43.446000,0 days 00:00:24.437000,0 days 01:08:08.912000,0 days 01:08:52.358000,0 days 01:09:16.795000,231.0,240.0,282.0,311.0,False,SOFT,7.0,False,Mercedes,0 days 01:07:37.557000,2023-03-05 15:08:39.406,1,5.0,False,,False,True,2023 Bahrain,27.2,31.1
0 days 01:09:17.489000,RUS,63,0 days 00:01:39.261000,4.0,1.0,,,0 days 00:00:31.267000,0 days 00:00:43.497000,0 days 00:00:24.497000,0 days 01:08:09.509000,0 days 01:08:53.006000,0 days 01:09:17.503000,222.0,247.0,287.0,321.0,False,SOFT,7.0,False,Mercedes,0 days 01:07:38.228000,2023-03-05 15:08:40.077,1,6.0,False,,False,True,2023 Bahrain,27.2,31.1
