Compound,AirTemp,TrackTemp,Driver,race,LapTimeSeconds
MEDIUM,22.3,31.0,LEC,2023 Austria,70.624
HARD,22.3,31.0,OCO,2023 Austria,70.432
MEDIUM,22.3,31.0,SAI,2023 Austria,70.197
HARD,22.3,31.0,ZHO,2023 Austria,69.895
MEDIUM,22.3,31.0,DEV,2023 Austria,70.169
HARD,22.3,31.0,MAG,2023 Austria,70.416
MEDIUM,22.3,31.0,PER,2023 Austria,69.287
MEDIUM,22.3,31.0,ALO,2023 Austria,70.967
HARD,22.3,31.0,BOT,2023 Austria,70.102
MEDIUM,22.3,31.0,PIA,2023 Austria,88.454
HARD,22.2,31.0,GAS,2023 Austria,71.116
HARD,22.2,31.0,NOR,2023 Austria,69.259
