Compound,AirTemp,TrackTemp,Driver,race,LapTimeSeconds
SOFT,27.3,31.2,VER,2023 Bahrain,99.019
SOFT,27.3,31.2,LEC,2023 Bahrain,100.23
SOFT,27.3,31.2,PER,2023 Bahrain,101.063
SOFT,27.3,31.2,SAI,2023 Bahrain,101.659
SOFT,27.3,31.2,HAM,2023 Bahrain,102.288
SOFT,27.3,31.2,RUS,2023 Bahrain,102.662
SOFT,27.3,31.2,ALO,2023 Bahrain,103.608
SOFT,27.3,31.2,BOT,2023 Bahrain,104.154
SOFT,27.3,31.2,STR,2023 Bahrain,104.67
SOFT,27.3,31.2,NOR,2023 Bahrain,105.364
SOFT,27.3,31.2,OCO,2023 Bahrain,105.967
SOFT,27.3,31.2,ALB,2023 Bahrain,106.453
SOFT,27.3,31.2,SAR,2023 Bahrain,106.855
SOFT,27.3,31.2,HUL,2023 Bahrain,107.339
SOFT,27.3,31.2,TSU,2023 Bahrain,107.791
SOFT,27.3,31.2,PIA,2023 Bahrain,108.214
SOFT,27.3,31.2,ZHO,2023 Bahrain,108.467
HARD,27.3,31.2,MAG,2023 Bahrain,109.33
SOFT,27.3,31.2,GAS,2023 Bahrain,109.649
SOFT,27.3,31.2,DEV,2023 Bahrain,109.959
SOFT,27.3,31.1,VER,2023 Bahrain,97.974
SOFT,27.3,31.1,LEC,2023 Bahrain,98.75
SOFT,27.3,31.1,PER,2023 Bahrain,98.862
SOFT,27.3,31.1,SAI,2023 Bahrain,98.933
SOFT,27.3,31.1,HAM,2023 Bahrain,99.166
SOFT,27.3,31.1,RUS,2023 Bahrain,99.59
SOFT,27.3,31.1,ALO,2023 Bahrain,99.792
SOFT,27.3,31.1,BOT,2023 Bahrain,99.956
SOFT,27.3,31.1,STR,2023 Bahrain,99.892
SOFT,27.3,31.1,NOR,2023 Bahrain,100.433
SOFT,27.3,31.1,OCO,2023 Bahrain,100.408
SOFT,27.3,31.1,ALB,2023 Bahrain,100.43
SOFT,27.3,31.1,SAR,2023 Bahrain,100.467
SOFT,27.3,31.1,HUL,2023 Bahrain,100.72
SOFT,27.3,31.1,TSU,2023 Bahrain,100.837
SOFT,27.3,31.1,PIA,2023 Bahrain,100.83
SOFT,27.3,31.1,ZHO,2023 Bahrain,101.091
SOFT,27.3,31.1,GAS,2023 Bahrain,100.438
HARD,27.3,31.1,MAG,2023 Bahrain,101.521
SOFT,27.3,31.1,DEV,2023 Bahrain,101.289
SOFT,27.3,31.2,VER,2023 Bahrain,98.006
SOFT,27.3,31.2,LEC,2023 Bahrain,98.658
SOFT,27.3,31.2,PER,2023 Bahrain,98.83
SOFT,27.3,31.2,SAI,2023 Bahrain,99.042
SOFT,27.3,31.2,HAM,2023 Bahrain,99.22
SOFT,27.3,31.2,RUS,2023 Bahrain,99.093
SOFT,27.3,31.2,ALO,2023 Bahrain,99.1
SOFT,27.3,31.2,BOT,2023 Bahrain,99.397
SOFT,27.3,31.2,STR,2023 Bahrain,99.625
SOFT,27.3,31.2,NOR,2023 Bahrain,99.777
SOFT,27.3,31.2,OCO,2023 Bahrain,99.948
SOFT,27.3,31.2,ALB,2023 Bahrain,100.143
SOFT,27.3,31.2,SAR,2023 Bahrain,100.349
SOFT,27.3,31.2,HUL,2023 Bahrain,100.484
SOFT,27.3,31.2,TSU,2023 Bahrain,100.243
SOFT,27.3,31.2,PIA,2023 Bahrain,100.691
SOFT,27.3,31.2,ZHO,2023 Bahrain,100.596
SOFT,27.3,31.2,GAS,2023 Bahrain,100.643
SOFT,27.3,31.2,DEV,2023 Bahrain,100.914
HARD,27.3,31.2,MAG,2023 Bahrain,101.978
SOFT,27.2,31.1,VER,2023 Bahrain,97.976
SOFT,27.2,31.1,LEC,2023 Bahrain,98.825
SOFT,27.2,31.1,PER,2023 Bahrain,98.758
SOFT,27.2,31.1,SAI,2023 Bahrain,98.985
SOFT,27.2,31.1,HAM,2023 Bahrain,99.198
SOFT,27.2,31.1,RUS,2023 Bahrain,99.261
SOFT,27.2,31.1,ALO,2023 Bahrain,99.548
SOFT,27.2,31.1,BOT,2023 Bahrain,99.823
SOFT,27.2,31.1,STR,2023 Bahrain,99.745
SOFT,27.2,31.1,OCO,2023 Bahrain,99.543
SOFT,27.2,31.1,ALB,2023 Bahrain,99.761
SOFT,27.2,31.1,NOR,2023 Bahrain,102.267
SOFT,27.2,31.1,SAR,2023 Bahrain,100.644
SOFT,27.2,31.1,TSU,2023 Bahrain,99.95
SOFT,27.2,31.1,HUL,2023 Bahrain,101.004
SOFT,27.2,31.1,PIA,2023 Bahrain,100.718
SOFT,27.2,31.1,ZHO,2023 Bahrain,100.853
SOFT,27.2,31.1,GAS,2023 Bahrain,100.894
SOFT,27.2,31.1,DEV,2023 Bahrain,100.373
HARD,27.2,31.1,MAG,2023 Bahrain,100.773
SOFT,27.2,31.0,VER,2023 Bahrain,98.035
SOFT,27.2,31.0,LEC,2023 Bahrain,98.664
SOFT,27.2,31.0,PER,2023 Bahrain,98.404
SOFT,27.2,31.0,SAI,2023 Bahrain,99.128
SOFT,27.2,31.0,HAM,2023 Bahrain,99.335
SOFT,27.2,31.0,RUS,2023 Bahrain,99.549
SOFT,27.2,31.0,ALO,2023 Bahrain,99.662
SOFT,27.2,31.0,STR,2023 Bahrain,99.144
SOFT,27.2,31.0,BOT,2023 Bahrain,101.033
SOFT,27.2,31.0,OCO,2023 Bahrain,100.281
SOFT,27.2,31.0,ALB,2023 Bahrain,100.606
SOFT,27.2,31.0,NOR,2023 Bahrain,100.664
SOFT,27.2,31.0,SAR,2023 Bahrain,100.902
SOFT,27.2,31.0,TSU,2023 Bahrain,101.131
SOFT,27.2,31.0,HUL,2023 Bahrain,101.002
SOFT,27.2,31.0,PIA,2023 Bahrain,100.862
SOFT,27.2,31.0,ZHO,2023 Bahrain,100.814
SOFT,27.2,31.0,GAS,2023 Bahrain,100.818
SOFT,27.2,31.0,DEV,2023 Bahrain,100.63
HARD,27.2,31.0,MAG,2023 Bahrain,101.34
SOFT,27.1,31.0,VER,2023 Bahrain,97.986
SOFT,27.1,31.0,LEC,2023 Bahrain,98.572
SOFT,27.1,31.0,PER,2023 Bahrain,98.718
SOFT,27.1,31.0,SAI,2023 Bahrain,99.474
SOFT,27.1,31.0,HAM,2023 Bahrain,99.756
SOFT,27.1,31.0,RUS,2023 Bahrain,99.493
SOFT,27.1,31.0,ALO,2023 Bahrain,99.674
SOFT,27.1,31.0,STR,2023 Bahrain,99.714
SOFT,27.1,31.0,BOT,2023 Bahrain,100.265
SOFT,27.1,31.0,OCO,2023 Bahrain,100.331
SOFT,27.1,31.0,ALB,2023 Bahrain,100.744
SOFT,27.1,30.9,NOR,2023 Bahrain,100.814
SOFT,27.1,30.9,SAR,2023 Bahrain,100.791
SOFT,27.1,30.9,TSU,2023 Bahrain,100.886
SOFT,27.1,30.9,HUL,2023 Bahrain,101.002
SOFT,27.1,30.9,PIA,2023 Bahrain,101.111
SOFT,27.1,30.9,ZHO,2023 Bahrain,101.156
SOFT,27.1,30.9,GAS,2023 Bahrain,101.11
SOFT,27.1,30.9,DEV,2023 Bahrain,101.125
HARD,27.1,30.9,MAG,2023 Bahrain,101.125
SOFT,27.1,30.9,VER,2023 Bahrain,98.021
SOFT,27.1,30.9,LEC,2023 Bahrain,98.691
SOFT,27.1,30.9,PER,2023 Bahrain,98.804
SOFT,27.1,30.9,SAI,2023 Bahrain,99.502
SOFT,27.1,30.9,HAM,2023 Bahrain,99.757
SOFT,27.1,30.9,RUS,2023 Bahrain,100.056
SOFT,27.1,30.9,ALO,2023 Bahrain,99.729
SOFT,27.1,30.9,STR,2023 Bahrain,99.945
SOFT,27.1,30.9,BOT,2023 Bahrain,100.564
SOFT,27.1,30.9,OCO,2023 Bahrain,100.488
SOFT,27.1,30.9,ALB,2023 Bahrain,100.646
SOFT,27.1,30.9,NOR,2023 Bahrain,100.726
SOFT,27.1,30.9,SAR,2023 Bahrain,100.892
SOFT,27.1,30.9,TSU,2023 Bahrain,100.952
SOFT,27.1,30.9,HUL,2023 Bahrain,101.148
SOFT,27.1,30.9,PIA,2023 Bahrain,101.167
SOFT,27.1,30.9,ZHO,2023 Bahrain,101.197
SOFT,27.1,30.9,GAS,2023 Bahrain,101.134
SOFT,27.1,30.9,DEV,2023 Bahrain,101.166
HARD,27.1,30.9,MAG,2023 Bahrain,101.526
SOFT,27.1,30.9,VER,2023 Bahrain,98.154
SOFT,27.1,30.9,LEC,2023 Bahrain,98.614
SOFT,27.1,30.9,PER,2023 Bahrain,99.172
SOFT,27.1,30.9,SAI,2023 Bahrain,99.779
SOFT,27.1,30.9,HAM,2023 Bahrain,100.267
SOFT,27.1,30.9,RUS,2023 Bahrain,100.31
SOFT,27.1,30.9,ALO,2023 Bahrain,99.959
SOFT,27.1,30.9,STR,2023 Bahrain,99.801
SOFT,27.1,30.9,BOT,2023 Bahrain,100.387
SOFT,27.1,30.9,OCO,2023 Bahrain,100.562
SOFT,27.1,30.9,ALB,2023 Bahrain,100.918
SOFT,27.1,30.9,NOR,2023 Bahrain,100.857
SOFT,27.1,30.9,SAR,2023 Bahrain,100.868
SOFT,27.1,30.9,TSU,2023 Bahrain,100.846
SOFT,27.1,30.9,HUL,2023 Bahrain,101.249
SOFT,27.1,30.9,PIA,2023 Bahrain,101.295
SOFT,27.1,30.9,ZHO,2023 Bahrain,101.184
SOFT,27.1,30.9,GAS,2023 Bahrain,101.173
SOFT,27.1,30.9,DEV,2023 Bahrain,101.23
HARD,27.1,30.9,MAG,2023 Bahrain,101.283
SOFT,27.2,30.8,VER,2023 Bahrain,98.278
SOFT,27.2,30.8,LEC,2023 Bahrain,98.828
SOFT,27.2,30.8,PER,2023 Bahrain,98.914
SOFT,27.2,30.8,SAI,2023 Bahrain,99.744
SOFT,27.2,30.8,HAM,2023 Bahrain,100.323
SOFT,27.2,30.8,RUS,2023 Bahrain,100.42
SOFT,27.2,30.8,ALO,2023 Bahrain,100.275
SOFT,27.2,30.8,STR,2023 Bahrain,100.106
SOFT,27.2,30.8,BOT,2023 Bahrain,100.275
SOFT,27.2,30.8,OCO,2023 Bahrain,100.866
SOFT,27.1,30.8,ALB,2023 Bahrain,100.969
SOFT,27.1,30.8,NOR,2023 Bahrain,100.783
SOFT,27.1,30.8,SAR,2023 Bahrain,100.908
SOFT,27.1,30.8,TSU,2023 Bahrain,101.01
SOFT,27.1,30.8,HUL,2023 Bahrain,101.615
SOFT,27.1,30.8,PIA,2023 Bahrain,101.534
SOFT,27.1,30.8,ZHO,2023 Bahrain,101.526
SOFT,27.1,30.8,DEV,2023 Bahrain,101.573
SOFT,27.1,30.8,GAS,2023 Bahrain,104.201
HARD,27.1,30.8,MAG,2023 Bahrain,101.278
SOFT,27.1,30.8,VER,2023 Bahrain,98.369
SOFT,27.1,30.8,LEC,2023 Bahrain,99.073
SOFT,27.1,30.8,PER,2023 Bahrain,99.085
SOFT,27.1,30.8,SAI,2023 Bahrain,100.102
SOFT,27.1,30.8,HAM,2023 Bahrain,100.289
SOFT,27.1,30.8,RUS,2023 Bahrain,100.532
SOFT,27.1,30.8,ALO,2023 Bahrain,100.203
SOFT,27.1,30.8,STR,2023 Bahrain,100.192
SOFT,27.1,30.8,BOT,2023 Bahrain,100.676
SOFT,27.1,30.8,OCO,2023 Bahrain,100.858
SOFT,27.1,30.8,ALB,2023 Bahrain,101.119
SOFT,27.1,30.8,SAR,2023 Bahrain,101.133
SOFT,27.1,30.8,NOR,2023 Bahrain,103.521
SOFT,27.1,30.8,TSU,2023 Bahrain,103.749
SOFT,27.1,30.8,HUL,2023 Bahrain,102.252
SOFT,27.1,30.8,PIA,2023 Bahrain,101.584
SOFT,27.1,30.8,ZHO,2023 Bahrain,101.743
SOFT,27.1,30.8,DEV,2023 Bahrain,101.666
HARD,27.1,30.8,MAG,2023 Bahrain,101.719
HARD,27.2,30.6,GAS,2023 Bahrain,121.262
SOFT,27.2,30.6,VER,2023 Bahrain,98.483
SOFT,27.2,30.6,LEC,2023 Bahrain,99.212
SOFT,27.1,30.6,PER,2023 Bahrain,99.249
SOFT,27.1,30.6,SAI,2023 Bahrain,100.507
SOFT,27.1,30.6,HAM,2023 Bahrain,100.752
SOFT,27.1,30.6,RUS,2023 Bahrain,101.085
SOFT,27.1,30.6,ALO,2023 Bahrain,101.147
SOFT,27.1,30.6,STR,2023 Bahrain,100.923
SOFT,27.1,30.6,BOT,2023 Bahrain,103.269
SOFT,27.1,30.6,OCO,2023 Bahrain,101.035
SOFT,27.1,30.6,SAR,2023 Bahrain,101.532
SOFT,27.1,30.6,ALB,2023 Bahrain,103.948
SOFT,27.1,30.6,PIA,2023 Bahrain,101.352
SOFT,27.1,30.6,ZHO,2023 Bahrain,102.108
HARD,27.1,30.6,MAG,2023 Bahrain,102.049
SOFT,27.1,30.6,HUL,2023 Bahrain,106.79
SOFT,27.1,30.6,DEV,2023 Bahrain,105.46
HARD,27.1,30.6,TSU,2023 Bahrain,119.843
HARD,27.1,30.6,GAS,2023 Bahrain,98.762
HARD,27.1,30.6,NOR,2023 Bahrain,129.886
SOFT,27.1,30.6,VER,2023 Bahrain,98.591
SOFT,27.1,30.6,LEC,2023 Bahrain,99.489
SOFT,27.1,30.6,PER,2023 Bahrain,99.197
SOFT,27.1,30.6,SAI,2023 Bahrain,100.52
SOFT,27.1,30.6,RUS,2023 Bahrain,101.112
SOFT,27.1,30.6,ALO,2023 Bahrain,100.934
SOFT,27.1,30.6,HAM,2023 Bahrain,103.336
SOFT,27.1,30.6,STR,2023 Bahrain,101.039
SOFT,27.1,30.5,OCO,2023 Bahrain,103.787
SOFT,27.1,30.5,SAR,2023 Bahrain,103.88
SOFT,27.1,30.5,PIA,2023 Bahrain,101.156
SOFT,27.1,30.5,ZHO,2023 Bahrain,103.87
HARD,27.1,30.5,MAG,2023 Bahrain,101.345
HARD,27.1,30.5,BOT,2023 Bahrain,119.45
SOFT,27.1,30.5,ALB,2023 Bahrain,119.445
HARD,27.1,30.5,TSU,2023 Bahrain,99.143
HARD,27.1,30.5,GAS,2023 Bahrain,98.928
HARD,27.1,30.5,NOR,2023 Bahrain,99.314
HARD,27.1,30.5,DEV,2023 Bahrain,121.184
HARD,27.1,30.5,HUL,2023 Bahrain,122.579
SOFT,27.1,30.5,VER,2023 Bahrain,98.482
SOFT,27.1,30.5,PER,2023 Bahrain,99.336
SOFT,27.1,30.5,LEC,2023 Bahrain,102.068
SOFT,27.1,30.5,SAI,2023 Bahrain,103.31
SOFT,27.1,30.5,ALO,2023 Bahrain,100.341
SOFT,27.1,30.5,STR,2023 Bahrain,101.12
SOFT,27.1,30.5,RUS,2023 Bahrain,104.691
HARD,27.1,30.5,HAM,2023 Bahrain,119.179
HARD,27.1,30.5,MAG,2023 Bahrain,101.654
HARD,27.1,30.5,BOT,2023 Bahrain,98.03
SOFT,27.1,30.5,ALB,2023 Bahrain,98.649
HARD,27.1,30.5,OCO,2023 Bahrain,120.381
HARD,27.1,30.5,TSU,2023 Bahrain,99.471
HARD,27.1,30.5,GAS,2023 Bahrain,99.349
SOFT,27.1,30.5,SAR,2023 Bahrain,120.255
SOFT,27.1,30.5,PIA,2023 Bahrain,122.071
HARD,27.1,30.5,NOR,2023 Bahrain,99.51
HARD,27.1,30.5,DEV,2023 Bahrain,98.924
HARD,27.1,30.5,HUL,2023 Bahrain,99.406
HARD,27.1,30.5,ZHO,2023 Bahrain,122.101
SOFT,27.1,30.5,VER,2023 Bahrain,101.295
SOFT,27.1,30.5,PER,2023 Bahrain,98.739
SOFT,27.1,30.5,STR,2023 Bahrain,100.002
SOFT,27.1,30.5,ALO,2023 Bahrain,102.212
HARD,27.1,30.5,LEC,2023 Bahrain,118.77
HARD,27.1,30.5,SAI,2023 Bahrain,119.006
HARD,27.1,30.5,HAM,2023 Bahrain,98.308
HARD,27.1,30.5,BOT,2023 Bahrain,98.098
HARD,27.1,30.5,MAG,2023 Bahrain,101.739
HARD,27.1,30.5,RUS,2023 Bahrain,121.269
SOFT,27.1,30.5,ALB,2023 Bahrain,98.472
HARD,27.1,30.5,OCO,2023 Bahrain,98.649
HARD,27.1,30.5,TSU,2023 Bahrain,98.742
HARD,27.1,30.5,GAS,2023 Bahrain,98.859
SOFT,27.1,30.5,SAR,2023 Bahrain,98.413
HARD,27.1,30.5,NOR,2023 Bahrain,99.243
HARD,27.1,30.5,DEV,2023 Bahrain,98.829
HARD,27.1,30.5,HUL,2023 Bahrain,98.847
HARD,27.1,30.5,ZHO,2023 Bahrain,99.33
SOFT,27.1,30.5,PER,2023 Bahrain,98.608
SOFT,27.1,30.5,VER,2023 Bahrain,118.378
HARD,27.1,30.5,LEC,2023 Bahrain,98.477
SOFT,27.1,30.5,STR,2023 Bahrain,102.841
HARD,27.0,30.5,SAI,2023 Bahrain,97.985
HARD,27.0,30.5,HAM,2023 Bahrain,98.527
HARD,27.0,30.5,BOT,2023 Bahrain,98.851
HARD,27.0,30.5,ALO,2023 Bahrain,119.692
HARD,27.0,30.5,RUS,2023 Bahrain,97.46
SOFT,27.0,30.5,ALB,2023 Bahrain,99.158
HARD,27.0,30.5,MAG,2023 Bahrain,104.899
HARD,27.0,30.5,TSU,2023 Bahrain,98.975
HARD,27.0,30.5,OCO,2023 Bahrain,101.863
HARD,27.0,30.5,GAS,2023 Bahrain,98.985
SOFT,27.0,30.5,SAR,2023 Bahrain,99.033
HARD,27.0,30.5,NOR,2023 Bahrain,98.87
HARD,27.0,30.5,DEV,2023 Bahrain,98.868
HARD,27.0,30.5,HUL,2023 Bahrain,98.972
HARD,27.0,30.5,ZHO,2023 Bahrain,99.229
SOFT,27.0,30.4,PER,2023 Bahrain,98.77
SOFT,27.0,30.4,VER,2023 Bahrain,97.801
HARD,27.0,30.4,LEC,2023 Bahrain,97.953
HARD,27.0,30.4,SAI,2023 Bahrain,98.433
HARD,27.0,30.4,HAM,2023 Bahrain,98.617
HARD,27.0,30.4,BOT,2023 Bahrain,98.494
HARD,27.0,30.4,ALO,2023 Bahrain,97.542
HARD,27.0,30.4,RUS,2023 Bahrain,97.833
HARD,27.0,30.4,STR,2023 Bahrain,119.876
SOFT,27.0,30.3,ALB,2023 Bahrain,99.253
HARD,27.0,30.3,TSU,2023 Bahrain,99.061
HARD,27.0,30.3,GAS,2023 Bahrain,98.945
SOFT,27.0,30.3,SAR,2023 Bahrain,98.988
HARD,27.0,30.3,NOR,2023 Bahrain,98.86
HARD,27.0,30.3,DEV,2023 Bahrain,99.127
HARD,27.0,30.3,HUL,2023 Bahrain,99.136
HARD,27.0,30.3,ZHO,2023 Bahrain,98.998
HARD,27.0,30.3,MAG,2023 Bahrain,120.587
HARD,27.0,30.3,OCO,2023 Bahrain,135.708
SOFT,27.0,30.3,PER,2023 Bahrain,101.36
SOFT,27.0,30.3,VER,2023 Bahrain,97.648
HARD,27.0,30.3,LEC,2023 Bahrain,98.031
HARD,27.0,30.3,SAI,2023 Bahrain,98.161
HARD,27.0,30.3,HAM,2023 Bahrain,98.704
HARD,27.0,30.3,ALO,2023 Bahrain,98.139
HARD,27.0,30.3,BOT,2023 Bahrain,99.973
HARD,27.0,30.3,RUS,2023 Bahrain,98.604
HARD,27.0,30.3,STR,2023 Bahrain,97.507
SOFT,27.0,30.3,ALB,2023 Bahrain,99.094
HARD,27.0,30.3,TSU,2023 Bahrain,99.021
HARD,27.0,30.3,GAS,2023 Bahrain,99.011
SOFT,27.0,30.3,SAR,2023 Bahrain,99.439
HARD,27.0,30.3,DEV,2023 Bahrain,98.996
HARD,27.0,30.3,NOR,2023 Bahrain,101.501
HARD,27.0,30.3,HUL,2023 Bahrain,99.396
HARD,27.0,30.3,ZHO,2023 Bahrain,99.143
HARD,27.0,30.3,MAG,2023 Bahrain,98.319
HARD,27.0,30.3,OCO,2023 Bahrain,98.78
SOFT,27.0,30.3,VER,2023 Bahrain,97.614
HARD,27.0,30.3,LEC,2023 Bahrain,97.798
SOFT,27.0,30.3,PER,2023 Bahrain,118.797
HARD,26.9,30.3,SAI,2023 Bahrain,98.287
HARD,26.9,30.3,HAM,2023 Bahrain,98.69
HARD,26.9,30.3,ALO,2023 Bahrain,98.124
HARD,26.9,30.3,RUS,2023 Bahrain,98.427
HARD,26.9,30.3,BOT,2023 Bahrain,100.24
HARD,26.9,30.3,STR,2023 Bahrain,98.127
SOFT,26.9,30.3,ALB,2023 Bahrain,99.049
HARD,26.9,30.3,TSU,2023 Bahrain,99.302
HARD,26.9,30.3,GAS,2023 Bahrain,99.029
SOFT,26.9,30.3,SAR,2023 Bahrain,99.399
HARD,26.9,30.3,DEV,2023 Bahrain,99.054
HARD,26.9,30.3,ZHO,2023 Bahrain,98.873
HARD,26.9,30.3,HUL,2023 Bahrain,100.323
HARD,26.9,30.3,MAG,2023 Bahrain,98.274
HARD,26.9,30.3,OCO,2023 Bahrain,98.886
SOFT,26.9,30.3,NOR,2023 Bahrain,128.607
SOFT,26.9,30.3,VER,2023 Bahrain,97.712
HARD,26.9,30.3,LEC,2023 Bahrain,97.858
SOFT,26.9,30.3,PER,2023 Bahrain,97.659
HARD,26.9,30.3,SAI,2023 Bahrain,98.21
HARD,26.9,30.3,HAM,2023 Bahrain,98.684
HARD,26.9,30.3,ALO,2023 Bahrain,98.361
HARD,26.9,30.3,RUS,2023 Bahrain,98.512
HARD,26.9,30.3,BOT,2023 Bahrain,99.497
HARD,26.9,30.3,STR,2023 Bahrain,98.587
SOFT,26.9,30.3,ALB,2023 Bahrain,99.272
HARD,26.9,30.2,TSU,2023 Bahrain,99.17
HARD,26.9,30.2,GAS,2023 Bahrain,99.066
SOFT,26.9,30.2,SAR,2023 Bahrain,99.22
HARD,26.9,30.2,DEV,2023 Bahrain,99.078
HARD,26.9,30.2,ZHO,2023 Bahrain,98.794
HARD,26.9,30.2,HUL,2023 Bahrain,99.633
HARD,26.9,30.2,MAG,2023 Bahrain,98.803
HARD,26.9,30.2,OCO,2023 Bahrain,98.817
SOFT,26.9,30.2,NOR,2023 Bahrain,97.966
SOFT,26.9,30.2,VER,2023 Bahrain,97.788
HARD,26.9,30.2,LEC,2023 Bahrain,97.631
SOFT,26.9,30.2,PER,2023 Bahrain,97.448
HARD,26.9,30.2,SAI,2023 Bahrain,98.096
HARD,26.9,30.2,HAM,2023 Bahrain,98.478
HARD,26.9,30.2,ALO,2023 Bahrain,98.318
HARD,26.9,30.2,RUS,2023 Bahrain,98.578
HARD,26.9,30.2,STR,2023 Bahrain,98.038
HARD,26.9,30.2,BOT,2023 Bahrain,100.442
SOFT,26.9,30.2,ALB,2023 Bahrain,99.299
HARD,26.9,30.2,TSU,2023 Bahrain,99.282
HARD,26.9,30.2,GAS,2023 Bahrain,99.017
SOFT,26.9,30.2,SAR,2023 Bahrain,99.186
HARD,26.9,30.2,DEV,2023 Bahrain,99.182
HARD,26.9,30.2,ZHO,2023 Bahrain,98.896
HARD,26.9,30.2,HUL,2023 Bahrain,99.495
HARD,26.9,30.2,MAG,2023 Bahrain,99.083
HARD,26.9,30.1,OCO,2023 Bahrain,98.809
SOFT,26.9,30.1,NOR,2023 Bahrain,98.345
SOFT,26.9,30.1,VER,2023 Bahrain,97.582
HARD,26.9,30.1,LEC,2023 Bahrain,97.753
SOFT,26.9,30.1,PER,2023 Bahrain,97.24
HARD,26.9,30.1,SAI,2023 Bahrain,98.24
HARD,26.8,30.1,HAM,2023 Bahrain,98.581
HARD,26.8,30.1,ALO,2023 Bahrain,98.407
HARD,26.8,30.1,RUS,2023 Bahrain,98.555
HARD,26.8,30.1,STR,2023 Bahrain,98.273
HARD,26.8,30.1,BOT,2023 Bahrain,99.355
SOFT,26.8,30.1,ALB,2023 Bahrain,99.591
HARD,26.8,30.1,TSU,2023 Bahrain,99.325
HARD,26.8,30.1,GAS,2023 Bahrain,99.327
SOFT,26.8,30.1,SAR,2023 Bahrain,99.612
HARD,26.8,30.1,DEV,2023 Bahrain,99.182
HARD,26.8,30.1,ZHO,2023 Bahrain,98.888
HARD,26.8,30.1,HUL,2023 Bahrain,99.703
HARD,26.8,30.1,MAG,2023 Bahrain,99.086
HARD,26.8,30.1,OCO,2023 Bahrain,98.976
SOFT,26.8,30.1,NOR,2023 Bahrain,98.297
SOFT,26.8,30.0,VER,2023 Bahrain,97.651
HARD,26.8,30.0,LEC,2023 Bahrain,98.162
SOFT,26.8,30.0,PER,2023 Bahrain,97.169
HARD,26.8,30.0,SAI,2023 Bahrain,98.453
HARD,26.8,30.0,HAM,2023 Bahrain,98.46
HARD,26.8,30.0,ALO,2023 Bahrain,98.2
HARD,26.8,30.0,RUS,2023 Bahrain,98.438
HARD,26.8,30.0,STR,2023 Bahrain,98.73
HARD,26.8,30.0,BOT,2023 Bahrain,99.356
SOFT,26.8,30.0,ALB,2023 Bahrain,99.588
HARD,26.8,30.0,TSU,2023 Bahrain,99.439
HARD,26.7,30.0,GAS,2023 Bahrain,99.485
SOFT,26.7,30.0,SAR,2023 Bahrain,99.362
HARD,26.7,30.0,DEV,2023 Bahrain,99.296
HARD,26.7,30.0,ZHO,2023 Bahrain,99.115
HARD,26.7,30.0,HUL,2023 Bahrain,99.934
HARD,26.7,30.0,MAG,2023 Bahrain,98.913
HARD,26.7,30.0,OCO,2023 Bahrain,99.028
SOFT,26.7,30.0,NOR,2023 Bahrain,98.908
SOFT,26.7,30.0,VER,2023 Bahrain,97.552
HARD,26.7,29.9,LEC,2023 Bahrain,98.054
SOFT,26.7,29.9,PER,2023 Bahrain,97.304
HARD,26.7,29.9,SAI,2023 Bahrain,98.597
HARD,26.7,29.9,HAM,2023 Bahrain,98.384
HARD,26.7,29.9,ALO,2023 Bahrain,97.853
HARD,26.7,29.9,RUS,2023 Bahrain,98.773
HARD,26.7,29.9,STR,2023 Bahrain,98.295
HARD,26.7,29.9,BOT,2023 Bahrain,99.311
SOFT,26.7,29.9,ALB,2023 Bahrain,99.802
HARD,26.7,29.9,TSU,2023 Bahrain,99.632
HARD,26.7,29.9,GAS,2023 Bahrain,99.263
SOFT,26.7,29.9,SAR,2023 Bahrain,99.692
HARD,26.7,29.9,DEV,2023 Bahrain,99.542
HARD,26.7,29.9,ZHO,2023 Bahrain,99.462
HARD,26.7,29.9,HUL,2023 Bahrain,99.866
HARD,26.7,29.9,MAG,2023 Bahrain,99.027
SOFT,26.7,29.9,NOR,2023 Bahrain,98.291
HARD,26.7,29.9,OCO,2023 Bahrain,100.052
SOFT,26.7,29.9,VER,2023 Bahrain,97.387
HARD,26.7,29.9,LEC,2023 Bahrain,97.972
SOFT,26.7,29.9,PER,2023 Bahrain,97.352
HARD,26.7,29.9,SAI,2023 Bahrain,98.314
HARD,26.7,29.9,HAM,2023 Bahrain,98.367
HARD,26.7,29.9,ALO,2023 Bahrain,97.878
HARD,26.7,29.9,RUS,2023 Bahrain,98.643
HARD,26.7,29.9,STR,2023 Bahrain,98.478
HARD,26.7,29.9,BOT,2023 Bahrain,99.427
SOFT,26.7,29.9,ALB,2023 Bahrain,99.89
HARD,26.7,29.9,TSU,2023 Bahrain,100.109
HARD,26.7,29.9,GAS,2023 Bahrain,99.761
SOFT,26.7,29.9,SAR,2023 Bahrain,99.872
HARD,26.7,29.9,DEV,2023 Bahrain,99.807
HARD,26.7,29.9,ZHO,2023 Bahrain,99.503
HARD,26.7,29.9,HUL,2023 Bahrain,99.855
HARD,26.7,29.9,MAG,2023 Bahrain,98.947
SOFT,26.7,29.9,NOR,2023 Bahrain,98.696
HARD,26.7,29.9,OCO,2023 Bahrain,99.382
SOFT,26.7,29.9,VER,2023 Bahrain,97.372
HARD,26.7,29.9,LEC,2023 Bahrain,98.541
SOFT,26.7,29.9,PER,2023 Bahrain,98.418
HARD,26.7,29.9,SAI,2023 Bahrain,98.571
